Tissue,CT,Gene
Brain,Cancer stem-like cell,"FUT4,CDH5"
Brain,Cancer-associated fibroblast,"S100A4,ACTA2,PDGFRB"
Brain,Caudal ganglionic eminence cell,"NR2F2,NR2F1"
Brain,Central nervous system stem cell,"CD34,PTPRC,PROM1,CD24"
Brain,Chandelier cell,"NOG,UNC5B,COL15A1"
Brain,Chronically activated CD4+ T cell,"PTPRC,CD4,CD38"
Brain,Chronically activated CD8+ T cell,"CD8A,PTPRC,CD38"
Brain,Classical glioblastoma cell,"ACSBG1,KCNF1"
Brain,Conventional CD8+ T cell,"PTPRC,CD8A"
Brain,Conventional dendritic cell 2a(cDC2a),"CCR6,SUSD3,CD59,SMAGP,TNNI2,CDH17,NDRG2,CLEC11A,CEACAM3,CD1E,CD207,AREG,GNGT2,CD1A,PARM1,FCER1A,IL22RA2,CST7"
Brain,Conventional dendritic cell 2b(cDC2b),"CD300E,FCER1G,TSPO,CD14,CD163,SERPINA1,FCN1,IL1B,F13A1,ZEB2,S100A9,VCAN,ANXA2,LGALS3,LYZ,CCR2"
Brain,Cortical cell,"TBR1,BCL11B"
Brain,Cortical somatostatin (SST) interneuron,"CORT,NPY,SST"
Brain,Corticotroph cell,"TBX19,NEUROD1"
Brain,Cytotoxic  lymphocyte,"ITK,CD27,CD3G,TNFRSF9,HSH2D,ZNF683,ICOS,LAX1"
Brain,Cytotoxic CD8 T cell,"CD8A,CCL5,CD2,KNSTRN"
Brain,Cytotoxic T cell,"GZMH,GZMB,NKG7,PRF1,GNLY,GZMA"
Brain,Deep layer cell,"TBR1,BCL11B"
Brain,Deep layer neuron,"CRYM,SOX5,BCL11B,TBR1,BCL11B,FOXP2,FEZF2"
Brain,Demyelinating macrophage,"PTPRC,CD68"
Brain,Demyelinating microglial cell,"TMEM119,CD68,PLP1"
Brain,Dendritic cell,"ITGAE,PTPRC,PTPRC,FCER1A,HLA-DRA,ITGAX,CD1C,NRP1,HLA-DPB1,HLA-DQB1,HLA-DPA1,CD1C,CLEC10A,FCER1A,CD1C,BATF3"
Brain,Dopaminergic neuron,"FOLR1,KCNJ6,TH,NR4A2,TH"
Brain,Dorsal anterior hindbrain cell,"PAX3,MSX1,PAX7"
Brain,Dorsal medial ganglionic eminence precursor cell,"ZFHX3,NR2F1,ZNF503"
Brain,Effector memory CD4+ T cell,"TSPAN14,SPATA7,SATB1,SKAP2,TEF,TMED10,LMAN2,SBNO2,PRR7-AS1,TBC1D5,TNFSF15,PRR7,UQCRQ,PHF5A,HOXA9,TRIM25,ZFP90,SLC2A13,MAML2,SPRED2"
Brain,Effector memory T cell,"TCF7,SELL,IL7R,KLRG1,PTGER2,CCR7"
Brain,Endothelial cell,"PECAM1,VCAM1,PECAM1,FLT1,A2M,TM4SF1,APOLD1,CDH5,OCLN,ABCG2,ABCB1,ICAM1,VCAM1,ABCC1,CLDN5,ICAM2,PECAM1,ITM2A,CLDN5,ADGRL4,FLT1,EBF1,EMCN,ITIH5,NOSTRIN,CD34,VWF,CLEC14A,CLEC14A,CD34,CLEC14A,CD34,VWF,VWF,CLDN5,FLT1,PECAM1,VWF,SPARC,CLDN5,VTN,PECAM1,TM4SF1,CAV1,IFITM1,PECAM1,CLDN5,CDH5,CD34,ERG,FLT1,DCN,CLDN5,CLDN5,CLDN5,FLT1,CLDN5,CLDN5,PECAM1,CD34,CDH5,ITM2A,CLDN5,ESM1,VWF,CLDN5,CD34,PECAM1,CLDN5,VWF,CD34,FLT1,PECAM1,CLDN5,ERG,PECAM1,CLDN5,MCL1,ETS1,PRKCH,PECAM1,FLT1,VWF"
Brain,Ependymal cell,"FOXJ1,CFAP299,FOXJ1,FOXJ1,AQP4"
Brain,Epithelial cell,"LSAMP,ATP2A2,EZR,CLIC6,LAMA1,SNAI2,CD44,FREM2,CDH3,CDH1,TRPV6,ELF3,CLDN6,EPCAM,ERBB3,ESRP1,CLDN4,HTR2C"
Brain,Excitatory neuron,"NRGN,SLC17A7,NEUROD1,PROX1,MEIS2,NEUROD2,SEMA5A,PID1,MGAT4C,SULF2,NEUROD6,NRIP3,DPF3,MPPED1,SCGN,RANBP17,KCNQ3,CNKSR2,PHF21A,ELP4,EOMES,BCL11B,STMN2,SLC17A7,SATB2,NEUROD2,RBFOX1,IGFBPL1,NEUROD1,SLC17A7,RORB,SLC17A7,SLC17A7,CAMK2A,SLC17A7,SLC17A7,NRGN,SYT1,SLC17A7,BCL11B,SATB2,NCAM1,ATP1A3,NRGN"
Brain,Exhausted T(Tex) cell,"CTLA4,PDCD1,GZMB,CTLA4,HAVCR2,PDCD1,LAG3"
Brain,Extratelencephalic(ET) cell,"POU3F1,ANKRD34B,LRATD2"
Brain,Fibroblast,"THY1,MYL9,COL1A1,COL1A2,TAGLN,ACTA2,PDGFRA,DCN,COL1A1,SNAI1,VIM,COL3A1,LUM,STRA6,ISLR,C7,COL1A1,LUM,TDO2,DCN,COL3A1,IGFBP5,LGALS3,KCNT2"
Brain,Fibrous astrocyte,"GFAP,NAV2,GFAP"
Brain,Forebrain cell,"EMX1,FOXG1,OTX2"
Brain,GABAergic neuron,"GAD1,SLC32A1"
Brain,Glial cell,"GFAP,S100A1,GFAP,SLC1A3,ITGAM,MBP,CLDN5,SLC1A2,GFAP,SOX2,MOG,GFAP,GFAP"
Brain,Glioma stem cell,"PROM1,CD44,FUT4,EGFR,SOX2"
Brain,Glutamatergic neuron,"TBR1,BDNF,SLC17A6,SLC17A7,BCL11B,SATB2,SLC17A7,SLC17A7"
Brain,Gonadotrope,"FSHB,GNRHR,LHB"
Brain,Gonadotroph cell,"NR5A1,NR5A1,GATA2,LHB,ESR1"
Brain,Granulocyte,"CEACAM8,NKX2-1,FUT4"
Brain,Hematopoietic cell,"SPINK2,GATA2,CD34"
Brain,Hematopoietic stem cell,"NCOR2,HLX,PRNP,NKX3-1"
Brain,Homeostatic microglial cell,"ADGRG1,GPR34,GPR183,CX3CR1,P2RY13,P2RY12"
Brain,IgM memory B cell,"CD38,PTPRC"
Brain,Immature neuron,"TUBB3,DCX,CUX2,GAD2"
Brain,Immune cell,"PTPRC,PTPRC,PTPRC"
Brain,Immune oligodendroglial cell(imOLG),"CD74,APOE"
Brain,Infiltrating macrophage,"PTPRC,CCR2,CD68,CD14"
Brain,Inhibitory neuron,"GAD1,PAX6,CDH12,VIP,CCK,LHX6,GAD1,CALB2,SST,GAD2,DLX1,NR2F2,GAD1,GAD2,LHX5,DLX5,DLX2,GAD1,GAD1,PNOC,TNFAIP8L3,GAD1,TNFAIP8L3,CRHBP,CALB1,NDNF,SST,CALB2,PVALB,NOS1,NPY,NOS1,VIP,SST,RELN,VIP,PNOC,CCK,GAD1,TAC3,GAD1,PVALB,TH,CCK,CALB1,CRHBP,TAC1,TH,RELN,PDYN,TAC3,CALB2,NDNF,NPY,TAC1,GAD2,PDYN,GAD1,SYT1,DLX6-AS1,GAD1"
Brain,Inner radial glial cell,"TOP2A,NUSAP1,CENPU,PCLAF"
Brain,Intermediate progenitor cell,"NEUROD6,EOMES,SOX4,PPP1R17,EOMES,EOMES,PPP1R17,EOMES,NEUROD4"
Brain,Interneuron,"GAD1,GAD2,GAD2,DLX2,SCGN,DLX5,GAD1,CALB2,ARX,LMO4,LMO3,GAD1,ZFHX4,GAD2,ZFHX2"
Brain,Lactotroph cell,"POU1F1,ESR1,PRL,DRD2"
Brain,Lake et al.Science.Ex1,"CDH9,GNAL,NECAB2,CCDC88C,LAMP5,GPR83,MN1,JAG1,HPCAL1,MDGA1,SERPINE2,GREB1L,PCDH8,PDGFD"
Brain,Lake et al.Science.Ex2,"CLMN,PAH,TRHDE,BEND4,COL5A2,OVOL2,ADCY8,PCED1B,SYT10,LAMA2"
Brain,Lake et al.Science.Ex3,"VAV3,NTNG1,VIPR2,TRPC3"
Brain,Lake et al.Science.Ex4,"LYPD6B,CXXC4,PLCXD3,PLCXD2,TSHZ2,COL6A1,TNNT2,NEUROD6,GABRG1,PCDH20,HS3ST3B1,PAPSS2,ANXA1"
Brain,Lake et al.Science.Ex5,"TLL1,ACOT11,RNF182,ADTRP,ARSJ,RCSD1,IL1RAPL2,IFITM10,ABCC9"
Brain,Lake et al.Science.Ex6,"ABO,HCRTR2,TLE4,RYR3,PCSK5,ADAMTSL1,ZFHX3,LUZP2,SYT6,SEMA3E,GRM4,SULF1,RGS9,ITGA8,DLC1,ATP2C2,SDK2,KIAA1217,ANKRD18A,MCC,GHR,RBM20,VAV2,HS3ST4,PDE9A,CNTNAP3,DCHS2,LRRC3B,FEZF2,GRIK3,ZNF385D,TSPAN18,BCL11B,SEMA5A"
Brain,Lake et al.Science.Ex7,"PRRX1,CHST8,SNTG2"
Brain,Lake et al.Science.Ex8,"MAMDC2,LTBP1,ATP8B1,GAS2L3,TRPC5,ADRA2A,PLD5,B3GAT2,FRAS1,COL20A1,POSTN,HGF,MGAT5,RGS12,CDC14A,HPSE2,PRLR,TRPM4,SNTB1,ANKRD13A,SWAP70,SFMBT2,MYO10,CLTCL1,ATP10A,PDLIM5,LIMS1,MCTP2,TRPC7,RIN2,GPR153,SMYD1,GNG4,CREB5,GALNT14,RASSF3,KLHL1,ZNF804B,PECAM1,TESC,THEMIS,LRMDA,SPOCK3,PTPRU,STK32B,RNF152,RRBP1,OLFML2B,GFRA1,SYT10,FAM151B,SYNPR,CRTAC1,RASGEF1C,ITGB8,NR4A2,NTNG2,ITGA11,CTNNA3"
Brain,Lake et al.Science.In1,"SDK2,CNR1"
Brain,Lake et al.Science.In2,"CCDC141,SLC7A11,GPR149,PPP1R1C"
Brain,Lake et al.Science.In3,"SCTR,CRIM1,SLC12A7,PREX1,RYR3,SLC6A11,KMO,AHRR,SYT2,IGFBP5,EMID1,SHISA8,EXPH5"
Brain,Lake et al.Science.In4,"TRPC3,FREM1,KIT,ADAMTS2,PDGFRA,MYH11"
Brain,Lake et al.Science.In5,"FREM2,TMEM255A,TXK,MYB,PDGFD,HCRTR2,TOX"
Brain,Lake et al.Science.In6,"ZNF703,PVALB,LRRC38,RPH3AL"
Brain,Lake et al.Science.In7,"HPGD,PLD1,DSP,STK32B,AOX1,COL24A1"
Brain,Late neuronal progenitor cell,"ASCL1,PAX6"
Brain,Leptomeningeal cell,"LUM,COL1A1"
Brain,Leukocyte,"PTPRC,PTPRC"
Brain,Lymphocyte,"LCK,GZMA,IL32,CD3E,PTPRC,CD7,IL2RG,MS4A1,IL7R,CD96"
Brain,Lymphoid cell,"CXCL9,CXCL10"
Brain,M1 macrophage,"TSPO,NOX1,CD86,CD163,FPR3,SIGLEC1,CCL5,CCL2,CD86,PTGS2,NOS2,IL12A,TNF,NOS2,PTGS2,IRF5"
Brain,M1 microglial cell,"CSF1R,TYROBP,TREM2,CX3CR1,P2RY13,P2RY12"
Brain,M2 macrophage,"CD163,MSR1,MRC1,CD163,CD68,ARG1,MRC1,CD163,CD68,CLEC10A,ARG1,CD163,TGFB1,CSF1R,IL10,MRC1,MS4A4A,VSIG4,CD163,CD163,CD68,MSR1,CD163,MSR1"
Brain,Macrophage,"CD68,CD68,CD68,AIF1,PDE4B,SLC66A3,CYTH1,HLA-DRB5,VOPP1,CD74,THBD,FXYD5,IL1RN,PLBD1,CYBB,TMEM123,PIM1,PLAC8,CYTH1,CREM,EMB,PIM1,PLTP,CD93,EMB,TMEM123,CIITA,PTPN7,THBD,SYNGR2,NFIL3,TREM1,LYZ,FPR3,NFIL3,HLA-DRB5,CIITA,SYNGR2,IFITM2,MS4A6A,GPR65,CREM,DSE,ARG2,CYBB,SLC66A3,FGR,S100A11,CD74,FOSL2,S100A11,MXD1,IQGAP1,CD93,METRNL,METRNL,DSE,PDE4B,VOPP1,FGR,HLA-DMB,MS4A6A,FOSL2,MS4A7,HLA-DQA1,GPR132,PTPN7,DOK3,PLBD1,PLTP,TGFBI,DOK3,MS4A7,GPR132,FPR3,CIB1,TGFBI,TREM1,KYNU,IFITM2,IL1RN,SPINT2,CYRIA,SPINT2,CYRIA,FXYD5,LYZ,SH3BGRL,ITGA4,ARG2,BHLHE40,SAMHD1,IQGAP1,PLAC8,CIB1,HLA-DQA1,HLA-DMB,BHLHE40,TNFSF13,MXD1,ITGA4,SH3BGRL,IL10,GPR65,SAMHD1,IL10,TNFSF13,KYNU,CD14,CD163,CD74,AIF1,TYROBP,FCGR3A,FCER1G,CD14,AIF1,CSF1R,CD68,PTPRC,CD68,CD163,CD68,CCR7,SELL,S1PR1,TCF7,MRC1,SPI1,TMEM119,CX3CR1,CD68,PTPRC,MERTK,CD163,TEK,BST2,C3AR1,FCGR1A,TLR2,HMOX1,MNDA,CD68,AIF1,PTPRC,C1QC,SIGLEC1,LYVE1,CD163,MRC1,AIF1,HLA-DQA1,IL1RN,CD68,CCR2,CD163,PTPRC,MRC1,C1QA,PTPRC,CSF1R,AIF1,CD14,MARCO,CD80,IRF1,MRC1,CD163,IL10,CCR2,ABL2,AIF1,CD163,CD68,APOC1,F13A1,CD163,CD163,CCR2,CX3CR1,AIF1,CD163,IFNGR1,PADI1,CCR2,LY6E,F13A1,TGFBI,LYZ,CD68,CX3CR1,IGF2BP3,CD68,YAP1,AIF1,LYVE1,F13A1,CD163,CD68,MRC1,MSR1,MRC1,CD163,MSR1,ITGA4,CD68,ISG15,F13A1,AIF1,PTPRC,CSF1R,MXRA8"
Brain,Marginal-associated macrophage,"APOE,TREM2,CX3CR1,LYVE1"
Brain,Mature Astrocyte,"AQP4,GFAP,AGT"
Brain,Mature dendritic cell,"CD83,NFKB1,CD83"
Brain,Mature oligodendrocyte,"MAG,CNP,PLP1,MBP,MOG"
Brain,Medial ganglionic eminence cell,"LHX8,NR2F1,NKX2-1"
Brain,Medial ganglionic eminence precursor cell,"LHX6,NKX2-1"
Brain,Memory T cell,"CD27,CD4,CXCR3,IL2RA"
Brain,Mesenchymal cell,"CSF1,CCL2,CXCL2,HIF1A,CHI3L1,MET,ZEB2,CCN2,RUNX1,THY1,LUM,COL1A1"
Brain,Mesenchymal glioblastoma cell,"COL1A2,S100A1,COL1A1,TGFB1,THBS1,DAB2,CD44,CHI3L1"
Brain,Mesenchymal stromal cell,"VCAM1,ITGB1,CD44,ITGAV,THY1,ITGB1,NT5E,MCAM"
Brain,Microglia-derived tumor-associated macrophage(Mg-TAM),"TMIGD3,APOC2,SCIN"
Brain,Microglial cell,"CD68,BCL2A1,LAPTM5,HLA-DRA,CSF1R,GPR183,CCL2,CCL4,CD14,CD83,TAL1,BIN1,NAV3,BHLHE41,TAL1,RHOB,ADORA3,P2RY12,SIGLEC8,ADORA3,CCL4,NAV3,ADRB2,P2RY12,SLC1A3,SALL1,BIN1,SLC1A3,ADRB2,RHOB,BHLHE41,SIGLEC8,SPRY1,SPRY1,KLF2,KLF2,CCL4,SALL1,AIF1,P2RY12,PTPRC,TMEM119,CD74,AIF1,CD68,ARHGDIB,AIF1,TMEM119,ITGAM,ABI3,CX3CR1,FCER1G,PTPRC,P2RY12,APBB1IP,CSF1R,P2RY12,CX3CR1,CSF1R,TNF,PTPRC,CD68,DPP4,CSF1R,CD74,TMEM119,ITGAM,GFAP,TMEM119,TMEM119,CD68,TYROBP,C3,CX3CR1,CSF1R,CX3CR1,TLR2,IL1A,AIF1,C1QA,LAPTM5,AIF1,C1QB,CX3CR1,CSF1R,HLA-DRA,MKI67,C1QB,CD68,PTPRC,P2RY12,HLA-B,C1QB,P2RY12,AIF1,TMEM119,CX3CR1,TMEM119,SLC2A5,P2RY13,CSF1R,CX3CR1,MARCKS,TMEM119,TMEM119,CD40,NOS2,CD68,FCGR1A,CSF1R,CD14,FCER1G,CSF3R,PLXDC2,FCGR1A,CX3CR1,AIF1,PTPRC,CSF1R,P2RY12,C1QA,APBB1IP,CYBB,ASPH,STAB1,CD163,TEK,AIF1,FCGR1A,B2M,BST2,HMOX1,MNDA,TUBA1A,C3AR1,GNG7,CCT3,HSPA8,TLR2,CCND1,DOCK8,C3,CD74,CSF1R,PTPRC,TREM2,CSF1,CD9,SPP1,APOE,CX3CR1,CD9,ITGAX,TREM2,B2M,LPL,CSF1,ITGAX,CD33,CD74,CST7,CD33,B2M,CX3CR1,AXL,TYROBP,CD74,P2RY12,TYROBP,TMEM119,LPL,P2RY12,TMEM119,CD74,SPP1,CX3CR1,APOE,AXL,CST7,C1QC,P2RY12,CSF1R,CX3CR1,P2RY12,ADORA3,FCGR1A,P2RY12,BIN1,P2RY12,CX3CR1,CX3CR1,ITGAX,P2RY12,TMEM119,P2RY12,SALL1,SLC2A5,GPR34,TMEM119,SIGLEC8,ADORA3,CX3CR1,P2RY12,SALL1,OLFML3,AIF1,P2RY12,SALL1,TMEM119,ITGAM,CD74,SALL1,P2RY12,TMEM119,CD68,CX3CR1,P2RY13,P2RY12,APBB1IP,CD68,AIF1,CCL3,PTPRC,CSF1R,TMEM119,SPI1,P2RY12,PDGFRA,CX3CR1,CD163,IL1B,CSF1R,APOE,HLA-DRA,ITGAM,NLRP1,SOX2,CTSB,AIF1,IFNGR1,SALL1,CX3CR1,P2RY12,TMEM119,CX3CR1,TREM2,P2RY12,TSPO,P2RY12,TMEM19,LYVE1,TREM2,CX3CR1,APOE,PILRA,APOE,MS4A6A,CACNA1A,VSIG4,C1QC,ADGRG1,TMEM119,CX3CR1,GPR34,CX3CR1,CD74,MOBP,VCAN,IRF8,P2RY12,CX3CR1,GUSB,TPD52,TMEM163,GLB1,GALK1,BHLHE40,GRIA2,CREG1,CST7,GRN,GAS7,GM2A,ATOH8,TLR2,ST14,COPS9,TPI1,TCAP,TOX2,SSR4,RPS19,TYROBP,CXCR4,GYPC,GBA,RPS25,SLAMF9,CHCHD5,ZNF696,GPR65,HIF1A,SULF2,PLIN2,ACACA,TIMP2,RPS10,RPS18,GSTM5,COLEC12,TPT1,ACD,RPL37,DPYS,SMAD7,RPS20,LRPAP1,CBX6,FCER1G,RPLP2,ZNF703,PDCD1,PLAUR,A1BG,ADAM8,TLN2,RPS16,NCEH1,EEF1A1,LGALS3BP,ETL4,RPL23,ATP1A3,LOX,CTBP1-AS,AQP6,LPL,TTYH3,RPS15,RPS12,RPS9,CTSZ,RPS21,CD34,RFTN1,RPS26,RPS27A,CH25H,S100A4,EMP2,SECTM1,ASTN1,ARSA,ATP6V0C,SPP1,PKM,PHETA1,SYNDIG1L,H2BP1,PGK1,HEXA,RPL13A,RPS28,ECM1,ATP1B3,CHST2,RPL37A,MAMDC2,MPEG1,SLC11A1,CXCL14,TREM2,BAIAP2L2,MYO5A,NDUFA1,PGAM1,SERPINE2,RPS24,TNFSF8,CD9,SMIM3,PTPRG,SCPEP1,DPYD,EEF1B2,KCNJ5,ITGAX,ATOX1,EPHX1,RPL32,SH3PXD2B,RPL39,MYO1E,PDCD6IPP2,RPS14,FABP3,RPL18A,IL4I1,FABP5,SDF4,TGFBI,DNAJB14,GNAS,HCAR2,GAS2L1,ANKRD26P3,ZBTB8B,RPS15A,ADAMTS13,PTPRZ1,CTSA,FBRSL1,TSHZ3,PSTPIP1,KCNJ2,LDHA,KCNMA1,INF2,ZNF843,GLT1D1,RPLP0,RPS3,NDUFA6,TM9SF1,RPS5,CTSL,RPS4X,SERPINF1,ZNF532,SLC38A7,IGF1,SYNGR1,PTCHD1,CCL4,IGSF10,RPL35A,NIN,FTH1,GPR84,FLT1,CSF2RA,RUNX3,CCK,CAPG,TSPO,PLD3,TENT5C,IL15,RPSA,CD83,COX8A,CLEC7A,RPLP1,ADSS1,PEBP1,MOV10L1,CTSD,CTSB,STEAP3,TMED3,APBB2,FAM20C,DKK2,CCL3,PERP,GAS2L3,ANK1,USP12,ATP6V0D2,CSF1,RPL38,RPL10A,RPS3A,ZNF662,CSTB,RPL14,CD5,RPL3,SDF2L1,NRP1,ARRDC4,RPL22,FXYD6,PRDX1,MEIS1,RPS2,IL18BP,VPS13C,ACTR3B,APLP2,ANXA5,APOE,PLBD2,RPL13,CRLF2,CPD,RPL27A,LSR,AXL,VAT1,RAMP1,RPL35,LGI2,HPSE,RFX2,CD63,CTSE,PLEKHH2,GPNMB,CD300LB,SELENBP1,RPL7,NPC2,PSAT1,APOC4,RPL12,MAFF,CADM1,FOXP1,SCD5,DPP7,ANXA3,MIF,LILRB4,COX6A1,ALDOA,VENTX,CLDN15,ULK3,CXCL16,NEXN,TNFRSF21,RIMS2,IFI44,CD52,BAMBI,RPL11,COX4I1,CECR2,PLXNC1,COX6A2,EGLN3,RPL5,B2M,KIF1A,RPL6,CD74,CD68,PABPC1,TSPO,CD68,TMEM119,AIF1,FTL,BHLHE41,SPRY1,TMEM119,SORL1,P2RY12,TMEM119,AIF1,AIF1,CX3CR1,CSF1R,CD74,IFNGR1,DNAJB4,PTTG1,HLA-DRB1,LHX1,XBP1,TCF7L2,DLX6-AS1,TTYH1,NEUROD2,GTSE1,ISL1,ASAH1,LGALS1,MCM5,FKBP5,PAX6,P2RY12,TMEM119,TMEM119,TREM2,TMEM119,P2RY12"
Brain,Microglial-specific cell,"P2RY12,CX3CR1"
Brain,Microglial cell,"OLFML3,TMEM119"
Brain,Microglia‐like cell,"LCP1,ITGAM"
Brain,Mid radical glial cell,"NES,RLBP1,HES1,CYB5R4,GFAP,RPS28,FOXG1,ISOC1,NOTCH1,HES5,PDGFC,CYP26B1,FABP7,PPIG,PAX6,SOX1,ERBB2,S100B,SOX2,CHD3,MCM5,DAB1,CDO1"
Brain,Midbrain dopaminergic neuron,"FOXA2,LMX1A,TH"
Brain,Midbrain floorplate progenitor cell,"FOXA2,LMX1A"
Brain,Monocyte,"FCGR3A,CD14,LYZ,AIF1,FCGR3A,CD14,CD14,MS4A7,FCGR3A,FCGR3A,CD14,CD33,PTPRC,CLEC12A,ZFP36L2,MS4A6A"
Brain,Monocyte-derived macrophage,"CCR2,ITGA4"
Brain,Monocyte-derived myeloid cell,"CD209,CLEC12A,CLEC4E"
Brain,Motor neuron,"ALDH1A2,MNX1,SLC5A7,ACHE,PRPH,CHAT,SLC18A3"
Brain,Mural cell,"PDGFRB,FOXF2,CD248,RGS5,MS4A1,IL7R,PDGFRB,NOTCH3,RGS5,SLC2A1"
Brain,Myelo-monocytic cell,"CD14,CD33"
Brain,Myeloid cell,"APOE,PTPRC,CD14,MMP2,CDH13,MRC1,MPO,SPP1,TYROBP,C1QC,APOC1,IDO1,CXCR2,CCL13,ITGAM,CCR2,PTPRC,CD74,CX3CR1,C1QC,C1QB,CD14,CD163,TYROBP,AIF1,CD33,CD33,ITGAM,CD14,TMEM119,CD14,TREM2,GPNMB,MRC1,CD68,HLA-DRA,TYROBP,C1QC,FCER1G,CD68,C1QA,CD74,C1QB"
Brain,Myeloid dendritic cell,"LYZ,BATF3"
Brain,Myeloid derived suppressor cell (MDSC),"CD33,FUT4,CD14"
Brain,Naive B cell,"PTPRC,CD37,CD74,CD79A,IGHD"
Brain,Naive CD8+ T cell,"TIGIT,CCR7,CXCR5,IL2RA"
Brain,Naive T(Th0) cell,"NOSIP,TCF7,LEF1,CCR7"
Brain,Natural killer T(NKT) cell,"KLRB1,KLRC1,KLRC2,KLRF1,FGFBP2,TYROBP,NCR3,KLRC3,ZBTB16,CD96,FCGR3A,S1PR5,KLRD1,NKG7,GNLY,KLRC1,FLT3"
Brain,Natural killer cell,"ICAM1,GGT1,FCGR3A,NCR3,GNLY,KIR2DL3,KIR2DL1,KIR2DS4,NCAM1,FCGR3A,GNLY,GZMB,SAMD3,DOCK2,MXRA8"
Brain,Neural crest cell,"MSX1,HOXB2,SOX3,SOX10"
Brain,Neural crest stem cell,"TFAP2A,BGN,SOX10,KANK4"
Brain,Neural progenitor cell,"ADGRG1,DCX,SOX2,NGFR,SLITRK6,NGFR,HES5,SOX1,PAX6,DCX,SOX11,SOX4,MKI67,TOP2A,CENPF,UBE2C,SOX2,SOX2,OLIG2,GFAP,MAP2,SOX1,VIM,MSI1,SOX2,EMX1,SOX2,SOX2"
Brain,Neural stem cell,"ASCL1,BMI1,CD81,NOTCH1,SOX2,SOX9,CXCR4,CD24,ITGA6,ITGB1,MCAM,ABCG2,SOX2,SOX9,SOX1,ADGRG1,DCX,SOX2,PROM1,SLITRK6,NGFR,HMGB2,PAX6,HES5,DCX,SOX2,MAPT,VIM,VIM,CD44,PROM1,SOX2,ID1,SOX2,NES,PROM1,SOX2,PAX6"
Brain,Neuron,"MARK4,GFAP,MAP2,DLX5,KCNK1,DLX2,SST,EGFR,PNOC,RELN,NFASC,NXPH1,GLRA2,DLX1,DPYSL5,CNTN4,LNX1,LRRTM3,ELAPOR1,SLC10A4,GRIA3,NELL1,TMEM130,DLX6,CDO1,ARMH4,DCN,COBL,SLITRK1,ENO2,SYP,SOX1,PAX6,SNAP25,GABRB2,MAP2,ENO2,SATB2,BCL11B,MAP2,SYT11,STMN2,CDK1,SOX4,RRM2,ZIC1,TOP2A,SNAP25,STMN2,SYT1,GAD1,SYN1,CCK,SATB2,PROX1,OLIG2,RBFOX3,STMN2,TMEM130,RBFOX1,NFASC,L1CAM,NPTN,SNAP91,SYN1,NRCAM,SLC12A5,GABRA1,SYT1,SOX9,NEUROD6,VIM,DCX,MAPT,SOX2,BEX3,MAP1B,CCK,NRGN,SATB2,GAD2,SLC17A6,GAD1,SNAP25,STMN2,SLC32A1,RBFOX3,SLC17A7,BCL11B,MYT1L,FOS,NR2F1,DCX,GAD2,ASCL1,SOX11,MAPT,JAG1,ENO2,MAP2,CD24,NCAM1,MSI1,POU3F2,TUBB3,GABBR1,INA,FOXG1,RBFOX3,GRIN1,SNAP25,SYT1,STMN2,NEUROD6,NEUROD2,DCX,RELN,CD24,NES,MAP2,MOG,SLC1A2,PDGFRA,CD68,SLC17A7,SOX10,GFAP,VCAN,SLC1A3,AQP4,GRIN1,OLIG2,CX3CR1,ALDH1L1,GAD1,APOE,OLIG1,GRIN2B,GAD2,MBP,FLT1,TYROBP,GRIN1,GRIA1,GRIN2B,NCAM1,CACNA2D2,CACNA2D1,LHX6,SULF1,CRH,LCP2,CCK,TYR,LAMP5,OPRM1,PVALB,CALB2,ADARB2,SOX6,SST,HPGD,DACH2,ISOC1,CBLN1,CALB1,VIP,NCKAP5,TH,NOS1,NOG,TAC1,NRG1,TAC3,PAX6,SEMA3C,STK32A,TRHDE,NMBR,HTR2C,ABI3BP,MEPE,SSTR1,GXYLT2,LGR5,ID2,SST,CUX2,LINGO2,STMN2,GAD2,CALB2,NPY,SCGN,SLC17A7,MAP2,SLC17A6,STMN2,DCX,SYT1,GAP43,NEFM,SYT4,MAP2,TH,SLC17A7,CHAT,GABRA1,BCL11B,MAP2,ENO2,MAP2,KCNS3,AQP4,DCN,MOG,MRC1,KNSTRN,CX3CR1,RBFOX3,MAP2,SCN1A,SCN3A,SOX2,TUBB3,EOMES,PTPRZ1,FABP7,GABRA1,SHANK3,UCHL1,NETO2,STMN3,PRKAA2,SNRPN,THY1,VDAC3,UBE3A,NSF,NCDN,YWHAH,YWHAG,EPHA7,PNMA2,CACNA2D1,ATP6V1A,NEFL,TUBB3,ARF3,PREPL,SYNE1,PTBP2,MAP2,DCX,TBR1,SLC17A6,GRIK1,TH,GAD2,STMN2,MAP2,MAPT,MAPT,NCAM2,SHISA9,NRCAM,SNAP25"
Brain,Neuronal intermediate progenitor cell,"PPP1R17,EOMES,NEUROG1"
Brain,Neuronal progenitor cell,"TOP2A,PAX6,GMNN,DLX6-AS1,ASCL1"
Brain,Neutrophil,"MPO,FCGR3B,FPR2,CXCR2,IL1R2,CCR7,CEACAM8,ITGAM,MXRA8,MPO,ELANE"
Brain,Non-neuron,"PAX6,S100B,REST,MKI67,SLC1A3,SOX9"
