Tissue,CT,Gene
GI tract,Platelets,"CCL5,VEGFA,PECAM1,FCGR2A,CD36,ITGA2B,GP1BA,SPN,CD46,ITGA2,ITGB3,SELP,CD69,CD84,CD109,CCR3,CD226,TNFSF14,LRRC32,LTBR,PF4,GP5,F13A1,THBS1,ABCC4,BIN2,FERMT3,PTCRA,TUBB1,GP9,NCOA4,RGS18,PPBP,DAB2,HFE,CXCR4,CLEC1B,MPL,F5,TREML1,P2RY12,PRKAR2B,STX11,MFSD2B,ALOX12,PLEK,SELPLG,ADGRE5,CD40,ERO1A,F11R,TLR4,CRLF2,IL1A,SCARB1,ADAM10,CCR1,CCR4,F2R,NRGN,GP1BB,CAVIN2,MYL9,MAP3K7CL,PTGS1,GRAP2,MPIG6B,HIST1H3H,WIPF1,C2ORF88,CDKN2D,CA2,PDZK1IP1,AGPAT1,SMOX,HIST1H2BK,SH3BGRL2,ATP2A3,ALOX5AP,FHL1,VWF,RASGRP2,SLC2A3,ARHGAP10,RTL8B,TREML2,MMRN1,ILK,NOD2,NOX5,SERPINE1,MAPK14,ABCA3,CXCL14,ESAM,PREX1,S100A9,ATP8A1,PRKCD,PTGS2,F7,SLC26A4,PALLD,SLC17A9,IL33,SIRT3,CYP2U1,TLR1,TLR6,BGLAP,LGALS8,ITGB2,CD40LG,ANGPT1,ACKR3"
GI tract,Podocytes,"PODXL,ADAMTS13,LCN2,VEGFA,SLC2A4,NLRP3,SYNPO,NPHS1,NPHS2,LAMA3,FOXC2,WT1,CD80,DES,PTPRO,LMX1B,MYOC,CDH13,SEMA3G,THSD7A,MAFB,ENPEP,CLIC5,RAB3B,DPP4,ANGPTL2,ITGB5,RHPN1,BCAM,MAGI2,COL4A3,EFNB1,NPR1,PLOD2,SRGAP1,LAMB2,NPR3,ITGA3,PLCE1,PROS1,MERTK,MYO1D,TCF21,TNS2,ADM,OPTN,PARD3B,SEMA3E,MYO1E,NEBL,SH2D4A,TDRD5,PTH1R,IQGAP2,CTGF,FAT1,ILDR2,FOXD1,TRIB2,LOXL2,COL4A5,FOXC1,PLEKHH2,CTNNAL1,DACH1,SULF1,HSPB8,KANK1,ADCY1,DOCK5,CRB2,LRRC49,CORO2B,ARHGAP24,GPRC5A,COL4A4,AIF1L,MET,EPB41L5,DOCK1,AJUBA,CD2AP,GOLIM4,ZBTB8A,WSB2,EMC2,EHD4,ZFP91,CDKN1C"
GI tract,Principal cells,"AQP2,SCNN1A,AQP3,KCNJ1,AVPR2,SCNN1G,HSD11B2,FXYD4,APELA,NPNT,SCNN1B,KCNE1,CDH16,ADGRG1,TSPAN8,CDO1,TMEM45B,TACSTD2,PDZK1IP1,L1CAM,CLDN4,TBCK,TMEM229A,GPRC5B,PHACTR1,CELSR2,FZD7,SLC2A9,RNF186,TRPV5,STC1,PELI2,KLK1,ACER2,AQP4,FZD1,GATA3,PTGES,TSPAN1,NR3C2"
GI tract,Proximal tubule cells,"AQP1,CLDN2,DPP4,ENPEP,SLC36A2,SLC5A1,SLC6A18,SLC6A19,SLC5A2,LRP2,PDZK1,MIOX,SLC34A1,TTC36,ASS1,PCK1,FUT9,KHK,SLC4A4,GLYAT,FBP1,SLC22A6,SLC22A12,SLC47A1,NOX4,SLC17A1,SLC13A3,CYP2E1,SLC22A8,FOLR1,SLC7A13,AK4,SLC5A8,SLC22A1,GHR,UPB1,SLC17A3,GCDH,GSTZ1,ASL,FAH,TMEM106A,GSTA2,CRYL1,SLC5A12,AOAH,SLC13A1,ABCC2,PKHD1,SLC9A8,SCIN,ALPL,G6PC,SLC22A13,SLC22A7,SLC16A9,AGXT2,SORD,SOD3,HNF4A,NME4,HGD,OSGIN1,HSD11B1,SERPINF2,HAAO,TFF3,GNG13,SLC23A3,GC,CACNG5,TGFBI,RBP4,NAPSA"
GI tract,Pulmonary alveolar type I cells,"MMP11,ICAM1,CTGF,SEMA3B,SCNN1B,SEMA3E,SCNN1G,SCNN1A,COL4A4,CYP4B1,RTKN2,CLIC5,AKAP5,GPRC5A,SEC14L3,COL4A3,CLDN18,AGER,HOPX,AQP5,EMP2,VEGFA,KRT7,IGFBP6,PXDC1,AQP3,CRLF1,EGFL6,FSTL3,MEX3B,RADIL,SMARCA1,P2RX7,PDPN"
GI tract,Pulmonary alveolar type II cells,"IRX1,EGFL6,CEBPA,NKX2-1,MUC1,CLDN18,AGER,LAMP3,SFTA2,SFTPD,SLC34A2,SFTPB,SFTPA1,SFTPC,SDC1,ADGRF5,ABCD3,SOAT1,ETV5,CD36,LPCAT1,NAPSA,ABCA3,S100G,PGC,CXCR2,CXCL2,GRK2,RUNX3,CTNND1,PPP1R14C,DDX3Y,PIGR,LRG1,NRN1,PPBP,IL1B,INMT,CRLF1"
GI tract,Pulmonary vascular smooth muscle cells,"ANGPT1,PDGFRB"
GI tract,Purkinje fiber cells,"GJA5,B3GAT1,GJC1,KCNK3,NEFM"
GI tract,Purkinje neurons,"CALB1,ABAT,GRIN1,GAD1,HDAC6,PRKG1,ATP2B2,PDE5A,ITPR3,PDE1B,PDE1A,OMP,PDE9A,CBLN1,MRPS35,PVALB,SHANK2,CACNA2D2,NKAIN4,CNTNAP2,TH,CERK,CD3G,KCNA2,SLC22A15,CACNG2,SYT2,CPLX1,PKP4,KCNMA1,ADGRB1,HCN1,SLC24A2,GABRA1,CLSTN3,SLC24A3,DLG4,CNPY1,SLC12A5,SLC32A1,GRIA3,CAMK2A,PENK,HIVEP2,NRIP3,TSHZ1,PCBP3,GPSM1,PPM1E,DLGAP1,GNG4,SHISA8,SYNPR,PRKCA,PCP4L1,PCP4,SLC1A6,GRID2,GAD2"
GI tract,Pyramidal cells,"CD3E,DLG4,CAMK2A,GRM1,GRM5,TBR1,POU3F1,EMX1,FEZF2,NRGN,GRIA3,SPINK8,PCP4,SYNPR,NR4A2,AGER,GRIN2D,KCNN4,DAB1,CCM2,CALB1,ADRB2,PDE2A,KCNB1,KCNB2,KCNQ2,KCNQ3,SATB2,OXTR,CCK,KCND2,KCND3"
GI tract,Radial glia cells,"PAX6,SLC1A3,PDGFD,GLI3,NOTCH3,VCAM1,HES5,OLIG2,GFAP,EMX2,CDH4,SPRY1,AXIN2,RIIAD1"
GI tract,Red pulp macrophages,"HMOX1,TREML4,CD86,NR1H3,SLC11A1,ADGRE1,MERTK,CCR3,SPIC,SLC40A1,VCAM1,SIGLEC1"
GI tract,Reticulocytes,"RUVBL1,TFRC,UCP3,FOLR1,UBE2O,CD36,ITGA4,SLC11A2"
GI tract,Retinal ganglion cells,"PRKCA,NGF,POU4F2,NHLH2,RNU1-1,ATF6B,SNX16,IRX5,YDJC,DPP10,SHD,SMIM18,GALNT14,CHRNB3,THEM4,SCAPER,GALNTL6,CCDC184,NKAIN3,LHFPL5,SRRM3,GALNT9,MTUS2,IGLON5,DCTN1,GGT7,BTBD10,EFNA3,SLC29A4,STOML1,FBXO44,NELL1,RTN2,BBC3,EVC2,SYT16,CPNE5,TTLL1,GPHN,SIX6,ABLIM3,POU6F2,GRIP1,TOX2,NARF,BARHL2,DTX1,MAB21L2,KCTD8,CPNE4,KLHDC8A,IRX6,CHRNA6,CACNB3,CSDC2,AKAP7,HPCA,ISL1,SLC17A6,FGF12,DNER,TMEM163,RBPMS,POU4F1,RBPMS2,CDK14,FXYD7,NEFM,SNCG"
GI tract,Retinal progenitor cells,"PAX6,CALB2,SIX6,RHO,SIX3,NEFH,LGR5,SAG,RAX,NOTCH1,MSI1,SOX9"
GI tract,Salivary mucous cells,"KRT14,PIP,MUCL1,CNN1,THBS1,MYH11,KRT17"
GI tract,Satellite cells,"PAX7,DMD,CDH1,ERBB2,PAX3,MYF5,CDH15,CXCR4,FOXK1,ITGA7,TCF21,ISL1,MESP1,MET,CALCR,ASB5,SRXN1,BDKRB1,CDCP1,VCAM1,MYOD1,SOX8,SPRY1,CXCL1,HMOX1,TNFRSF12A,RUNX1,BARX2,TRIM32,MSTN,SCRIB,NFATC2,IRF2,BMI1,SIX1,HOXC10,NOTCH3,HEYL,GAL,CAV1"
GI tract,Satellite glial cells,"GFAP,EDNRB,BDKRB2,TGFA,EPOR,TNF,IL6,JAK2,SSTR1,SLC6A1,PTGDS,SOX2,CDH1,CXCL8,KCNJ10,AQP4,CNGA3,TLR4,P2RY12,P2RX7,SLC1A3,IL17A"
GI tract,Schwann cells,"MPZ,ITGB4,LAMC1,S100B,POU3F1,GFAP,MAG,OLIG1,TST,NDRG1,CTHRC1,NF2,SEPT9,AGR2,NGFR,CLDN19,PRX,NTRK1,ART3,BCAS1,NPY,ASPA,LGI4,BAG3,RXRG,SOX10,CMTM5,BCHE,EGFL8,GFRA3,SEMA3B,MATN2,SCN7A,CD82,TAGLN,NOV,ALDOC,APOD,CADM4,KCNA1,GPR37L1,NRN1"
GI tract,Sebocytes,"CAMP,IHH,CRHR1,CALCA,F2RL1,KLF5,EXO1,CRH,CDH1,LTA4H,RDH12,CEBPA,S100A7,ANGPTL4,CYP24A1,PTGER2,CNR2,KRT7,SRD5A2,FFAR2,FFAR3,MUC1,HRH1"
GI tract,Serotonergic neurons,"TPH1,SLC6A4,FEV,TPH2,DDC,SLC18A2,ESM1,SLC22A3"
GI tract,Sertoli cells,"KITLG,AMH,INHBB,SHBG,GATA1,GATA4,DHH,AR,GDNF,MAFB,GAMT,MEIG1,HES5,NF2,INHA,DES,FAS,FASLG,TF,WT1,AARD,CST9,TMEM184A,WNT6,MRO,HSD17B3,AMHR2,SEMA5B,SCX,HSD17B1,STIM1,ANKRD7,PHF7,CXCL12,STAR,WFDC2,PRND,HSPBAP1,NXF3,GBA2,PADI2,ABCG8,DIAPH2,PFKFB3,MSI1,NOTCH2,GATA6,CLDN11,OCLN,SERPINB9,SERPING1,CD55,CD46,FSHR,RXRB,PRLR,SLC16A3,EPS8,NR1H2,BCAR3,SOX9"
GI tract,Smooth muscle cells,"ACTA2,CNN1,HEXIM1,TAGLN,RGS5,WFDC1,NOTCH3,RPRM,DES,FHL2,FBLN5,LOX,NF2,ANGPT1,CRABP1,MYH11,FABP4,ACTC1,ANKRD1,OBSCN,PDE4DIP,LMO7,MYH6,NEXN,ACTG2,MUSTN1,SOD3,HSPB6,RRAD,LMOD1,ITGA1,SPEG,EHD2,RBPMS2,MAP3K7CL,SLC38A11,GJA4,KAT2B,LGR6,MSRB3,AKT2,RASL12,ZBTB44,WWP2,SSPN,OTUD1,FAS,VASN,PDGFD,SMOC1,AAED1,AOC3,SEC24D,KCNAB1,MYLK4,KIF1C,MRVI1,JPH2,ITGA9,KCNMB1,NOX4,NOV,DMPK,SH3BGR,ITGA8,TCF21,ADAMDEC1,HHIP,MFAP5,SPON2,LAMB2,GJC1,ACKR3,OGN,SMTN,BGN,MYL9,MYLK,PCP4L1,SNCG,PLN,NRP2"
GI tract,Spermatocytes,"CAPN1,JAKMIP1,SMCP,GKAP1,SPATA33,NOTCH3,GCNA,TP73,PGK2,ACR,SYCP1,SYCP2,SYCP3,TXNDC8,TEX101,CD46,INHBB,PRM1,PRM2,IGF2,TNP1,OSR2"
GI tract,Spermatozoa,"ABHD2,HVCN1,GPR55,ABCA1,SLC31A1,LDHC,PRKAA2,HSPA2,ODF1"
GI tract,Stromal cells,"MMP1,MMP2,MMP9,TLR3,MME,PECAM1,ITGA4,ICAM3,ITGAV,ICAM1,VCAM1,KIT,PDGFRA,PDGFRB,MADCAM1,B4GALNT1,TLR1,TLR2,TLR4,CDH11,CALB2,DES,MMRN2,CD248,FAP,LAMC2,SNED1,TNC,LUM,COL15A1,GDF10,BMP4,WNT2,BMP5"
GI tract,T cells,"CD3D,CD3G,CD3E,HOPX,CCL3,CCL4,GIMAP2,SYT3,NOTCH3,SEMA6D,DKK3,IFIT3,CERK,PMCH,CD4,LTB,CXCR6,IL7R,SATB1,LEF1,ITK,TRBC2,PTPRCAP,GEM,CD7,MAFF,TGIF1,RORA,TNFAIP3,CREM,PXDC1,NABP1,FAM110A,EEF1B2P3,TRAC,CD69,PFN1P1,IL32,CXCR4,SEPT1,BCL2,CYTL1,CD2,CTSW,PTPN22,TXK,GDPD3,TRAF1,IL2RA,CD8B,BATF3,GZMH,LAG3,GZMK,GZMB,SH2D1A,MYO1G,FMNL1,S1PR4,CD247,GIMAP5,CD28,CD160,TRDC,RHOH,KLRB1,CCR2,IL2RB,CD163L1,MBD2,ICOS,IL18R1,TNFRSF4,CCL20,CLEC2D,CD8A,CD6,S100A4,CCL5,LCK,THY1,LAT,SKAP1,TCF7,CCR7,MYB,CCL4L2,PYHIN1,GZMA,DUSP2,IFNG,BRAF"
GI tract,T cytotoxic cells,"CD2,CD27,CD28,CD5,CD69,CD8A,GZMB,TRAC"
GI tract,T follicular helper cells,"BCL6,CD3D,CD4,CD84,IL6R,SLAMF1,CD40LG,CXCR5,TNFSF4,ICOS,PDCD1,P2RX7"
GI tract,T helper cells,"IFNG,IL2,TBX21,DPP4,KLRD1,CXCR3,CCR1,CCR5,TNFSF11,HAVCR2,IL18R1,LTBR,TNF,LTA,GATA3,CSF2,IL4,IL5,IL6,IL10,IL13,CCR8,CXCR4,CCR3,CCR7,ICOS,PTGDR2,HAVCR1,IL1R2,IRF4,STAT6,IL17A,IL17F,IL21,IL22,RORA,RORC,CD38,KLRB1,AHR,CCR10,CD3D,CD4,CCR4,CCR6,IL9,CD2,CD28,CD5,IL1RL1,FOXP3,CD3G,TNFRSF4,CD40LG,IL17RB,HPGDS,NFATC2,NFKB1,NR3C1,PPARG"
GI tract,T memory cells,"SELL,CCR7,CD4,CCR5,CD69,ITGB5,BCL2,GRAP2,TBC1D10C,CYTIP,KPNA4,CD247,EPSTI1,APBB1IP,CD27,RHOH,GIMAP1,ACP5,IKZF1,SP100,DGKA,IL7R,ITGB7,NKG7,CD28,BIN2,RAPGEF6,ARHGEF1,S100A9,ARHGAP15,CD3E,SKAP1,GIMAP4,CD2,LAT,TCF7,LEF1,SEPT1,ARHGAP45,SATB1,PTPRCAP,S100A8,LTB,LCK,TRAC,CD3G,CD3D,TRBC2,CD7,CXCR6,ICOS,CCR6,ITGAE,ENPP1"
GI tract,T regulatory cells,"FOXP3,IKZF2,CD4,IL2RA,ENTPD1,SELL,NT5E,ITGAE,TNFRSF4,CTLA4,CCR4,LAG3,IZUMO1R,CNGB1,TNFRSF18,MAF,IL10,IL1R1,ITGB8,LRRC32,FOLR1"
GI tract,Tanycytes,"GPR50,DRD2,DIO2,COL23A1,SLC16A2,LHX2,SLC17A8,COL25A1,RAX,CRYM,VCAN,FRZB,PENK,CACNA2D2,ADM,SPRR1A,SCN7A,MEST,IGFBP5,RGS7BP,CTGF,TGFB2"
GI tract,Thymocytes,"NOTCH1,CD38,CXCR4,TNF,CD1D,CD2,CD1A,CD4,CD5,CD8A,IL2RA,CD69,SLAMF1,CD99,TAGAP,UCP2,TSHR,CD27,CD28,BCL6,CIDEA"
GI tract,Transient cells,"SLC26A4,RHBG,HEPACAM2,INSRR,CLCNKB,COL18A1,SLC43A2,TMEM117,PARM1,ST14,ENPP5,GCLC,SYT7,ITGAV,TMEM50B,CTNNB1,ACO2,SMPD1,OGDH,SEC23B,CDC42BPB,PIP4K2C"
GI tract,Trichocytes,"KRT86,DSG2,KRT81,DSG4,KRT37,HOXC13"
GI tract,Trigeminal neurons,"CREBRF,PRKX,PRDM12,DHCR24,CALCA,CALCB,VWA5A,PPP1R1C,AVIL,PIRT,TAC1,PRPH,SCN9A,RUFY2,FAM189B,CLGN,SCN7A,NEFH,GCNT2,ZDHHC2,PARM1,AHNAK2,PHF24,KCNAB2,ATL1,HSPB8,FKBP1B,TLN2,SYNM,GDAP1,DGKZ,PRUNE2,SLC17A6,FGF13,DGKH,CPNE3,CCDC92,SNCG,NICN1,NEFM,RGS7BP,ADD2,PIEZO2,VAMP1,SCN10A"
GI tract,Trophoblast cells,"CD4,TTPA,TNFRSF9,STAR,HOPX,S100P,ADAM19,CYP24A1,LIF,HAND1,ELF5,SIRT1,PTHLH,ACKR2,IGF2,SIGLEC6,CDX2,KRT7,DLX3,GCM1,ASCL2,CGB3,INHBA,MLANA,SERPINE1,PHLDA2,TFEB,PERP,ERVFRD-1,HLA-G"
GI tract,Trophoblast progenitor cells,"ISG20,FOXO4,TFAP2C"
GI tract,Trophoblast stem cells,TFAP2C
GI tract,Tuft cells,"SUCNR1,FABP1,POU2F3,CDHR2,AVIL,ESPN,LRMP,TRPM5,TAS1R3,SOX9,CAMK2B,GNAT3,IL25,PLCB2,GFI1B,ATOH1,ASIC5,KLF3,DRD3,GNG13,PTGS1,IRF7,FFAR3,ALOX5,TSLP,IL13RA1,IL17RB"
GI tract,Undefined placental cells,"BATF3,DIO3,DKKL1,DUSP9,H19,LAS1L,LDOC1,MBNL3,PHLDA2,PRSS8,SCT,TFRC,KRT23"
GI tract,Urothelial cells,"TRPV1,NAT1,UPK1B,PIEZO1,UMODL1,IVL,SLC14A1,UPK3A,UPK1A,UPK2,UPK3B"
GI tract,Vascular smooth muscle cells,"ACTA2,MYH11,PDGFRB,SEMA3D,TBX18,WT1"
Heart,Acinar cells,"CTRB1,KLK1,RBPJL,PTF1A,CELA3A,PRSS1,SPINK1,ZG16,CEL,CELA2A,CPB1,CELA1,RNASE1,AMY2B,CPA2,CPA1,CELA3B,PNLIP,CTRB2,PLA2G1B,PRSS2,CLPS,REG1A,SYCN,PNLIPRP1,CTRC,REG3A,SERPINA3,PRSS3,REG1B,CFB,GDF15,MUC1,C15ORF48,DUOXA2,AKR1C3,OLFM4,GSTA1,LGALS2,PDZK1IP1,RARRES2,CXCL17,UBD,GSTA2,ANPEP,LYZ,ANGPTL4,ALDOB"
Heart,Adipocyte progenitor cells,"CEBPA,EGFR,FGF10,GSC,MMP3,PPARG,TWIST2,GATA3,GLI1,SMO,STAB1,WISP2,WT1,SCARA5,HOXC8,TCF7L1,HOXC9,HOXC6,HOXC4,ZNF521,SULT1E1,EBF2,NRG4"
Heart,Adipocytes,"SLC36A2,P2RX5,LEP,UCP1,CIDEA,PRDM16,LHX8,EPSTI1,MC2R,FFAR2,PIKFYVE,CYP11B2,TLR2,TLR4,ADRB1,ADRB2,ADRB3,FABP4,TNFRSF9,TBX1,TMEM26,TCF21,ADIPOQ,CFD,ACVR1C,SLC2A4,LPIN1,PLIN1,PCK1,PPARG,RETN,MEST,ADM2,STAT6,TFE3,CPPED1,APPL2,APOL6,PXMP2,CAVIN1,AGT,SLC1A5,ACSL1,BCAT2,PNPLA2,CIDEC,CDO1,APOC1,MMP2,POSTN,LOX,COL6A2,ZBTB16,GULP1,FZD4,TRIP10,FGF7,MAOB,SOCS1,ARNT,SULT1A1,NNMT,AOC3,H6PD,CYP27A1,EBF2,MNDA,HSD11B1,AR,GDF10,CYP1B1,COL5A3,STEAP4,CCL11,NR1H3,DEPTOR,CYTH3,FMO1,ACADSB,XDH,RSPO3,PTGES,CREB3L1,ANGPTL2,ADAM12,LBP,NMB,RARRES2,FST,EGFR,CPXM1,C3,ADAMTS5,MT2A,TIMP1,METRN,METRNL,MYO1C,NQO1,SYAP1,CRNDE,AQP5,AZGP1,LRP1,PDE3B,LGALS12,SERPINF1,CPT1B,ELOVL3,PPARGC1A,MPZL1,CITED1,DPT,HOXC9,ZNF423,ESM1"
Heart,Adrenergic neurons,"TH,DDC,DBH,PNMT,SLC18A2,NPFF,SLC12A7,SYT1"
Heart,Airway epithelial cells,"AQP1,ADH7,CDH1,SEC14L3"
Heart,Airway goblet cells,"MUC5B,MUC16,LTF,SCGB3A1,DMBT1,LIPF,MSLN,AGR2,GP2,PIGR,TFF2,AQP5,QSOX1,FXYD3,SEC23B,CEACAM1,GOLPH3,GGH,GALNT5,GALNT6,MUC5AC,MUC4,MUC20,SPDEF,DUSP4"
Heart,Airway smooth muscle cells,"NOG,ACTA2,FOXF1,GATA5"
Heart,Alpha cells,"GCG,TTR,GLP1R,ARX,POU3F4,NKX2-2,RESP18,PYY,PCSK2,SLC38A5,TM4SF4,CRYBA2,NKX6-1,KCNK16,PCSK1,PRRG2,IRX2,ALDH1A1,PEMT,CHGA,SMIM24,F10,SCGN,SLC30A8,SH3GL2,SCGB2A1,FAP,DPP4,GPR119,MAFB,PAX6,NEUROD1,LOXL4,PLCE1,GC,KLHL41,FEV,PTGER3,RFX6,SMARCA1,PGR,LDB2,IRX1,UCP2,RGS4,GLS"
Heart,Alveolar macrophages,"PLET1,IL1B,CCL3,G0S2,CXCL2,MCEMP1,KLHDC4,GDA,CLEC7A,ITGAX,TNFAIP2,CD36,GAL,TLR2,GPNMB,MRC1,MARCO,CSF2RB,MPP1,TRIM25,OLR1,S100A4,GNGT2"
Heart,Anterior pituitary gland cells,"AGA,ANGPT1,CHGA,CPEB4,IGSF1,MEST,NKTR,NUCB2,PITX2,POU1F1,PRL,RAB27A,RCN3,SEZ6L2,SIX6,TBRG1,TMEM130,POMC,GMPPA,GNB3,HEPACAM2,ASB4,RAX,NKX2-1,FGF10,FSHB,PCSK1,GNRHR,PITX1,GH1,TSHB,PAX7,LHB"
Heart,Astrocytes,"S100B,SLC1A2,GFAP,BYSL,ALDH1L1,CD40,SLC1A3,FGFR3,GJB6,AQP4,HTRA1,S100A8,CLDN10,ITIH3,NKAIN4,ACSL6,ACSBG1,TRIL,AGT,GPR37L1,SLC4A4,NTSR2,SLC6A11,HSPA2,SLC16A2,SYNE1,DIO2,SLC7A10,ENTPD2,HSPB6,PLXNB1,LCAT,PLA2G7,CMTM5,S1PR1,SLC39A12,LUZP2,GSTA4,SLC25A28,SLC25A46,WNT3,FZD2,TEAD1,RLBP1,ALDOC,LCN2,SOX9,CCR7,AANAT,SOCS3,SYNM,HMG20A,NFATC3,SRR,SLC1A6,ETS1,SLIT1,SNPH,IL23A"
Heart,B cells,"CD2,CD5,MS4A1,CR2,CD22,FCER2,CD40,CD69,CD70,CD79A,CD79B,CD80,CD86,TNFRSF9,SDC1,TNFSF4,TNFRSF13B,TNFRSF13C,PDCD1,IGHD,IGHM,RASGRP3,HLA-DRA,LTB,HLA-DQA1,FLI1,CD14,SEMA6D,LAIR1,IFIT3,IGLL1,DNTT,MME,SPN,CD19,CD24,CD27,B3GAT1,CD72,MUM1,PAX5,JCHAIN,MZB1,LY6D,FCMR,BANK1,EDEM1,VPREB3,POU2AF1,CRELD2,DERL3,RALGPS2,FCHSD2,POLD4,TNFRSF17,HVCN1,FCRLA,EDEM2,BLNK,TXNDC11,BTLA,SMAP2,FKBP11,SEC61A1,SPCS3,SPIB,EAF2,CXCR4,BIRC3,IGLC2,IGLC3,IGLC1,IL21R,IGKC,VPREB1,LRMP,KLHL6,SLAMF6,FAM129C,BST1,MSH5,DOK3,BACH2,PXK,IGHG1,IGHG3,IGHG4,CD38,CCR7,CD55,TLR9,SWAP70,HMGA1"
Heart,B cells memory,"CD38,CD80,CD84,CD86,NT5E,PAX5,SPIB,ADAM28,AIM2,ALOX5,BACH2,BANK1,BLK,CCR6,CD180,CD19,CD1C,CD22,CD27,CD69,CD72,CD79A,CD79B,CLCA3P,CR2,CXCR5,DENND5B,FCGR2B,FCRL2,FRK,GNG7,GPR18,GUSBP11,HHEX,HLA-DOB,IFNA10,IGHD,IGHM,IGKC,IGLL3P,IL7,IRF8,LTB,LY86,MBL2,MS4A1,NMBR,NPIPB15,P2RX5,PNOC,PTPRCAP,RALGPS2,RASGRP2,SIK1,SIT1,SLC12A1,SP140,STAP1,TMEM156,TNFRSF13B,TNFRSF17,TRAF4,VPREB3,ZBTB32"
Heart,B cells naive,"CD19,CD2,CD72,IL2RA,MME,ABCB4,ADAM28,BACH2,BANK1,BCL7A,BEND5,BLK,BRAF,CD180,CD1C,CD22,CD69,CD79A,CD79B,CR2,CXCR5,EAF2,FCER2,FCGR2B,FCRL2,FRK,GPR18,GUSBP11,HHEX,HLA-DOB,IGHD,IGHM,IGKC,IGLL3P,IL4R,IRF8,LTB,LY86,MEP1A,MICAL3,MS4A1,NMBR,P2RX5,P2RY14,PNOC,PSG2,PTPRCAP,RALGPS2,RASGRP2,SELL,SIK1,SLC12A1,SPIB,STAP1,TCL1A,UGT1A8,VPREB3,ZNF286A,TNFSF8,MITF,HLA-DQB1,TNFRSF13C,LINC00926,STAG3,BIRC3"
Heart,Basal cells,"KRT5,KRT17,BCL2,KRT14,TP63,CDH3,KRT6B,METTL5,ANXA11,TMEM14A,BNIP3,TYMP,DPP7,OPTN,PLAU,CAPN1,BACE2,CTNNB1,ILK,PKP3,ITGA3,MT1L,SRSF4,RAB38,ALKBH7,DNPH1,KRT23,SLC16A3,GYPC,DUSP23,RARRES1,ITGA2,SLC25A37,GAPDHP1,ITGB6,ITGB4,SPHK1,ACTG2,IRF6,RAB13,LAMB3,ACADVL,MMP7,HEBP2,FBXO32,MT1E,MT2P1,SERINC2,NNMT,KRT15,PLP2,MT1X,S100A14,LAMC2,BMP7,MYLK"
Heart,Basophils,"CD69,IL3RA,CCR3,ENPP3,FCER1A,TLR4,LTC4S,CPA3,ITGAL,ITGAM,ITGAX,IL4R,ITGB7,IL4,MS4A2,MS4A3,HDC,GATA2,CCL3,CD33,CDH1,HTR1B,DNASE2B,FADS2,GPC4,GRM6,ACSS2,ADORA2B,AQP9,BACE1,BMP4,CABLES1,CCL4,CEBPA,E2F8,FADS1,FAR2,FBXO9,GPR183,HGF,HIST1H1D,HIST1H2AC,IFITM1,INF2,JAZF1,L1CAM,LAMA5,MBOAT1,NFIL3,NPL,OSBPL5,OTUB2,P2RY1,PDK3,PDZD4,PERP,PIGY,PLEKHG5,PLG,RNF39,SLC26A3,SLC26A8,SNCAIP,ST6GALNAC5,SUPT3H,TULP3,TEC,UNC93A,WRN"
Heart,Bergmann glia,"GFAP,GDF10,GJB6,GRIA4,GRM3,NTSR2,ITIH3,A2M,PTCH1,CDC42EP4,BTBD17,AQP4,SLC4A4,HOPX,GPR37L1,ACSBG1,ALDH1L1,SLC1A3,SLC1A2,S100B,TTC21B,HEPACAM,UFL1,NRXN3,ATP7A,BICD2,METRN,P2RX7,EGFR,GRIA1,P2RY1,GRIN2B,GRIN3A,SEPT4,DAO,KIF1BP"
Heart,Beta cells,"GCGR,JPH3,CD40,HAMP,EZH1,NTRK1,PDX1,SLC2A2,NKX6-2,FXYD2,NPY,INS,RIMS1,MAFA,EFNA5,LMX1A,NKX2-2,NKX6-1,PAX4,IAPP,PCSK2,G6PC2,SLC30A8,PCSK1,GJD2,SCGN,IGF2,SYT13,FFAR2,NPTX2,PFKFB2,EDARADD,HOPX,SH3GL2,ADCYAP1,SCGB2A1,CASR,MAFB,PAX6,NEUROD1,ISL1,TGFBR3,SMAD9,SIX3,SIX2,BMP5,PIR,STXBP5,DLK1,RGS16"
Heart,Cajal-Retzius cells,"RELN,DIABLO,ST3GAL5,ISOC1,SMOC2,DYNC1I1,NHLH2,CLSTN2,TMEM163,CACNA2D2,CIB2,NDNF,LINGO1,LNPK,RNF138,TMEM170B,ABCC5,CNRIP1,EBF3,FUT9,PABPN1,GNL3L,NUDT2,SLC25A46,NSMCE3,DACH1,FAM69B,HOMER2,MAP9,DNM3,LZTFL1,FSD1,TCEAL1,RAB11FIP2,BARHL2,TRIM44,SLC17A6,B3GALT1,SLITRK5,ERC2,NBEA,SLC25A36,ZDBF2,MAPK8,GDF5,ACHE,CCM2,WRAP73,NRG1,ATP13A2,CNTNAP2,PNOC,LHX1,LINGO2,FAT3,SRGAP3,CDH4,FLRT3,EDIL3,ZCCHC12,RALGPS2,FAM196A,SMAD1,TBR1,KCNH7,LHX5,CALB2,EMX2,ZIC2,WNT7B,AATF,NANOS1,TBCK,RGMB,DACT1,EOMES,CNR1,HAR1A"
