Tissue,CT,Gene
Bone,Myofibroblast,"Acta2,Lgr5,Lrig1,Postn,Col4a1,Fn1,Itgb5"
Bone,Neutrophil,"Elane,Gfi1,Csf3r,Cebpe,Ngp,Ly6g,S100a8,Csf3r,Csf3r"
Bone,Osteoclast,"Acp5,Acp5,Acp5,Acp5,Acp5,Acp5,Acp5,Acp5,Acp5,Acp5,Acp5,Acp5,Acp5,Acp5,Acp5,Dcstamp,Mmp9,Acp5,Acp5,Acp5,Acp5,Acp5,Acp5,Runx2,Mmp9,Acp5,Acp5,Acp5,Acp5,Acp5,Acp5,Acp5,Acp5,Atp6v1b1,Acp5,Atp6v0d2,Dcstamp,Mmp9,Atp6v1b1,Ctsk,Ocstamp,Acp5,Ssr4,Acp5,Atp6v0d2,Mmp9,Ppargc1b,Ctsk"
Bone,Osteocyte,"Sost,Dmp1,Sost,Pdpn,Mepe,Sost,Dmp1,Sost,Bglap,Spp1,Cd86,Cd14,Ibsp"
Bone,Proximal limb bone cell,"Sox9,Col2a1,Tbx15,Acan,Col9a3"
Bone,Red blood cell (erythrocyte),"Gata1,Clec4d,Mfsd2b,Nfia,Car1,Klf1,Gfi1b,Slc45a3,Alas2,Hbb-bt"
Bone,Stem cell,"Itgb1,Ly6a,Eng,Fgfr3,Itgb3,Fgfr3"
Bone,Stromal cell,"Prrx1,Cspg4,Col1a1,Pdgfra,Fap"
Bone,T cell,"Cd3g,Trdc,Icos,Cd3g,Irf8"
Bone,Vascular smooth muscle cell(VSMC),"Myh11,Notch3,Rgs5,Pecam1,Pdgfrb,Myh11,Acta2"
Bone marrow,Adipocyte,"Apoe,Lpl,Adipoq,Cebpb,Pparg,Cebpa,Plin1"
Bone marrow,B cell,"Ptprc,Ptprc,Ptprc,Ptprc,Ptprc,Ptprc,Igkv14-126,Fcrla,Vpreb1,Cd40,Ptprc,Ptprc,Cd19,Cd19,Blk,Blk,Ebf1,Ebf1,Blnk,Vpreb3,Pax5,Pax5,Vpreb3,Cd79a,Cd79a,Blnk,Ptprc,Iglc2,Cd79a,Ly6d,Ptprc,Cd79a,Ly6d,Ptprc,Fcer1g,Cr2"
Bone marrow,Basophil,"Cebpa,Gata2,Foxp1,Stat3,Runx1,Lmo4,Etv6,Prss34,Mpo,Cpa3,Mcpt8,Prss34,Ifitm1,Srgn,Lmo4,Cd53,Ly6e,Alox5,Prss34"
Bone marrow,CD4 T follicular helper cell,"Il21,Il4,Bcl6,Sh2d1a,Icos,Pdcd1,Cxcr5,Tox2,Ascl2"
Bone marrow,CD8+ T cell,"Scarb1,Pdcd1,Ikzf2,Havcr2,Pdcd1"
Bone marrow,Central memory T cell precursor,"Ccr7,Il7r,Id3,Lef1,Slamf6"
Bone marrow,Chondrocyte,"Col10a1,Ihh,Pth1r,Acan,Sox9,Col2a1,Acan,Sox9"
Bone marrow,Dendritic cell,"Stat3,Id2,Cebpa,Chd3,Nfe2,Foxp1,Cd74,Elf1,Sox4,Irf8,Etv6,Cd74,Cd83,Cst3,Fscn1,Ifit1,H2-Eb1,Ccr7,Cd86,Ccl22,H2-Ab1,Irf8,Cst3,H2-Ab1,H2-Eb1,H2-Aa,Cd74,Ccr7,Xcr1"
Bone marrow,Early mesenchymal progenitor cell,"Thy1,Cd34,Clec3b,Gsn,Ly6a,Mfap5"
Bone marrow,Endothelial cell,"Pecam1,Cdh5,Flt1,Pecam1,Emcn,Erg,Pecam1,Cldn5"
Bone marrow,Eosinophil,"Cebpe,Foxp1,Cebpa,Stat3,Prg2,Gfi1,Mpo,Etv6,Prg2"
Bone marrow,Erythroid cell,"Tfrc,Alad,Hbb-bt,Alas2,Hba-a1,Hba-a2,Car2,Bpgm,Rhd,Cpox,Tfrc"
Bone marrow,Fibroblast,"Fbn1,Prrx1,Col6a2,Snai1,Col1a1,Fap"
Bone marrow,Germinal center (GC) T follicular helper cell,"Cxcr5,Sh2d1a,Il4,Ascl2,Bcl6,Il21,Icos,Tox2,Pdcd1"
Bone marrow,Granulocyte,"Ltf,Ngp,Itgam,Ly6c2,Cebpe,Ly6g,Wfdc21,Wfdc21,Rhou,Ly6g,Cebpe,Rhou,S100a8,Trem3,Trem3,Cebpa,Pglyrp1,Pglyrp1,Camp,S100a8,Camp,Cebpa,Lyz1"
Bone marrow,Hematopoietic progenitor cell,"Ly6a,Flt3,Ctsg,Gfi1,Myl10,Hoxa9,Egfl7,Lmo2,Prtn3,Vwf,Klf1,Kit,Vwf,Mpl,Meis1,Meis1,Klf1,Hoxb2,Hlf,Hoxb2,Mpl,Kit,Hoxb6,Hlf,Hoxb6,Hoxa3,Hoxa3,Slamf1,Slamf1,Flt3,Ly6a,Slamf1,Flt3,Slamf1"
Bone marrow,Hematopoietic stem cell,"Kit,Slamf1,Ly6a,Slamf1,Ly6a,Lima1,Tac1,Hoxb7,P2rx1,Snrpn,Pqlc3,Ppp1r16b,Cul7,Plcb4,Ltbp3,Ppp1r11,Igf1r,Vldlr,Kazn,Tnk2,Arl10,Ndrg4,Cadps2,Psma8,Pbx3,Vnn1,Igdcc4,Tgm2,Krt18,Zfp945,Rbpms,Ttc8,Gnb4,Dhx57,Slc6a15,Pbld1,Cd74,Glis2,Ryr3,Glipr1l1,Zfp354a,Nap1l3,Cttnbp2nl,Bmp2,Rhobtb1,Acvr2a,Arhgap29,Eno2,Fgd5,Nphp1,Rec8,Rarb,Kdm7a,Sorbs2,Wnk4,Gstm1,Slc22a3,Neu1,Slc19a3,Ifit3b,AI661453,Snn,Samhd1,Trpc6,Sfrp1,Pbx1,Asb4,Cd47,Fzd3,Mdfi,Slamf1,Ccdc136,Hdac11,Btbd3,Hlf,Csf2rb2,Src,Zfp612,Znfx1,Adgra3,Tmtc2,Mgst2,Chil5,Myct1,Traf1,Fam131a,Sh3gl3,Npr2,Cracr2b,Phldb2,Gm12258,Plscr4,Pitx2,Xkr6,Uri1,Tcf3,Unc45b,Nfat5,Siah2,Selenom,Prnp,Fzd3,A3galt2,Cilk1,Cacnb2,Gda,Cav2,Myo5c,Zfp64,St7,Snord14a,Zfp831,Cyp2j9,Abcg3,Pdzk1ip1,Zfp618,Hbegf,Car9,Vasn,Zfp521,Dcaf12l1,Slc9a3r2,Pon3,C920006O11Rik,Dpys,Meg3,Robo4,Cd151,Mpp3,6330403K07Rik,Pvr,Chst7,Slc16a9,Shank3,Zcchc12,Tceal1,Tgfa,Mfap2,Tns2,Prxl2a,D630045J12Rik,Rhobtb3,Rhbdf1,H2-Eb1,Peg12,Rc3h2,C77080,Gfi1,Cttn,Fzd6,Fzd4,Tcf7l2,Lurap1,Jam2,Maf,Nbea,Ptgs1,Ddx39a,Morc4,Dnmt3b,Exph5,Amigo2,Pkn1,Rab38,Ctf1,Gdf3,Cldn4,D630039A03Rik,Nicn1,Smarca1,Rbp1,Vegfc,Cds1,Pcdh10,Car3,Glrx3,Gjb5,Apoe,Id4,Mks1,Slc18a2,Cyp26b1,Fam83h,Phldb1,Cldn12,Josd1-ps,Hivep3,Npas2,Per3,Cstf2t,Tcf12,Nabp1,Tnip3,Speg,Usp53,Col4a1,Mylk,Zc3h12c,Ccl27a,Aopep,Dennd4a,Zfr2,Fkbp1b,Chst15,Cavin2,Sat1,Arhgap31,Crispld1,Satb1,Ttc3,Adipor1,Ypel2,Exoc6b,C230013L11Rik,Hoxb3,Jag2,Panx2,Maged1,Csdc2,Tm4sf1,Neto2,Hmga2,Prr15,Gja1,Clec1a,Wwtr1,Tead3,Gucy1b1,Depp1,Adcy7,Mpp7,Yes1,Ift88,Inhba,Cry2,Cyp7b1,Pex13,H19,Gbp9,Cbr3,Rab5if,Ntf5,Eya1,Rbbp9,Fgf11,Cpa3,Sox5,Tead2,Dync2li1,Rbbp6,Sqor,Slc23a2,Gkap1,Gata3,Gm10499,Sema6d,Obscn,Adgrg2,Foxa3,Neb,Sytl4,Zbtb4,Fgfr3,Nrxn1,E130308A19Rik,Ripk4,Ripply3,Peg3,Ift81,Dnai4,Cttnbp2,Fhl1,Neil2,Gimap3,Il11ra1,Rufy2,Pcbd1,Grina,Patj,2900092N22Rik,Tnks1bp1,Cavin1,Atg4c,Sgms1,Actn3,Aldoc,Col4a2,Dmd,Sult1a1,Trim14,Adcy9,Agpat4,Pon1,Spred1,Mpdz,Vat1,Pou2f2,App,Fam89b,Mmp28,Ttc30b,Itsn1,Atp10d,Tox,Asph,Coro2b,Pcgf5,Esr1,Timp3,F11r,Enah,Shroom3,Ipo11,Esam,Runx1t1,Nav2,Dsel,Insrr,Dlc1,Ndrg2,Zfp184,Fads2,Mapk14,St3gal6,Cdcp1,Tfpi,Flywch2,Gata1,Pdgfc,Ptges,Gata2,Ndn,Ryk,Slc17a8,Gucy1a1,Lrch2,Gspt2,Gbp6,Kank2,Gimap5,Iigp1,Dock7,Crebrf,Pcdhb17,Tbr1,Nova1,Neo1,Gcnt2,Shd,Hoxa2,Stx1a,Large1,Glis1,Fut4,Serpinf1,Elmo3,Dnhd1,Rai14,Ppp4r1l-ps,Erp27,Tox3,Med14,Pwwp3b,Ttc19,Osgin1,Fkbp9,Nr4a2,Ehd3,Adrb2,Zxdb,Vasn,Fam222b,Rfxank,Ifitm1,Pgr,Hoxa10,Trib2,6030498E09Rik,Trib3,Pard3b,Hoxb5,Ghr,9130008F23Rik,Galnt3,Cpne8,Dock1,F830016B08Rik,Mycn,Spo11,Ak3,Abca5,Klf12,Lysmd2,Cd34,Nectin4,Fcgrt,Msrb3,Gm11100,Snap23,Magi1,Fbxl17,Tek,Slc39a13,Phlda2,Hilpda,Zfand5,Klhl13,Ctsf,Rgl1,Rora,Mllt3,Zfp37,Igf2,Plekhg6,2510009E07Rik,Usp27x,Zfp467,Serpinb8,Tslp,H2-K2,Vdr,Epb41l3,Mn1,Sh3rf3,Gnai1,Pnck,Dsg2,Gprc5c,Ccdc157,Clu,Zfta,Mmp2,Bpnt2,Tbxas1,Cbx6,Gsta4,Trim6,Trim16,C1rl,Card10,Aqp1,Adam22,Vwf,Rilp,Pla2g7,Ociad2,Prdm16,Adarb1,Faap24,Hdgfl3,1810062G17Rik,Naip5,Obsl1,Igf1,Dusp3,Gkn3,Aldh1l1,Sema4b,Cables1,Ocln,Meis1,Myo10,Rusc2,Dcstamp,Hey1,Magi2,Slc2a10,Ttpa,Nudt11,Atp9a,Pde6h,Mapk12,Celf2,Tle2,Sox9,Ccdc152,Tle1,Chad,Trim47,Mtf2,Afap1l1,Gbp10,Lratd2,Sgsm1,Pkia,Mpzl1,Setbp1,Upp1,Gbp8,Disc1,Wfdc2,4930447C04Rik,Chst2,Unc45b,Tle6,Pomc,Plekhg1,Sntg2,Bmper,Pmepa1,Klrb1c,Ak7,Scmh1,Fstl1,Cmtm3,Sdc4,Calml4,Dusp26,Diaph1,Pkp2,Gprasp2,Tsc22d3,Cpn1,Gimap8,Crebl2,Slc35d1,Shroom3,Rhbdf2,Stox2,Tc2n,Epb41l4b,Grb10,Rwdd3,Efna1,Ptov1,Wwc2,Prkg1,Tmcc1,Gas6,Hsd17b11,Egln3,Rab20,Ranbp2,Pde8a,Ccr5,Magee1,Nbeal2,Thsd1,Hs1bp3,Kazald1,Mmrn1,Maged2,Rpp30,Bgn,Ikzf4,Airn,Eng,Zfp111,Rai2,Aldh1a1,Iqsec2,Tbc1d8,Birc3,Cd28,Polb,Irf6,P2ry14,Hoxa5,Inha,Nlrc5,Prkd2,Sdc2,Jam3,Rab27b,Epb41l5,Myof,Celf4,Plxdc2,Ptpn21,Krt8,Casp12,Mgst1,Socs2,Deptor,Mpl,Ccdc120,Smad1,Prss41,Slc16a12,Emp1,Dkkl1,Zbtb21,Cx3cl1,Dnajb5,Cdk18,Mapre3,Col1a2,Cystm1,Mecom,Igf2r,Kcnip3,Anxa4,Pdk4,Dock6,Hid1,Rhoj,Crybg1,Cdkn1c,Rnf180,Spin4,2900018N21Rik,Pde1b,Ly6a,Flt3,Cd3e,Gsr,Ly6a,Ptprc,Procr,Ly6a,Gprc5c,Cyld,Cyp26b1,Slamf1,Ly6a,Flt3,Slamf1,Ly6a,Vwf,Jam2,Dnmt3a,Gata1,Bptf,Gata3,Gfi1,Fli1,Ets2,Ctsg,Hoxa9,Gfi1,Egfl7,Lmo2,Prtn3,Myl10,Slamf1,Atxn1,Klf1,Mpl,Hlf,Klf1,Hlf,Vwf,Hoxb2,Kit,Kit,Meis1,Hoxb6,Hoxb2,Vwf,Hoxb6,Mpl,Meis1,Hoxa3,Hoxa3,Prom1,Cdh2,Slamf1,Itgb1,Itgb2,Mpl,Itga1,Itgb4,Kit,Procr,Flt3,Slamf1,Slamf1,Slamf1"
Bone marrow,Immature dendritic cell,"Cd74,Cst3,H2-Eb1,H2-Ab1,Cd86"
Bone marrow,Late mesenchymal progenitor cell,"Tnn,Aspn,Ostn,Edil3,Postn"
Bone marrow,Long-term hematopoietic stem cell,"Trpc6,Cish,F11r,Mmrn1,Tinagl1,Procr,Tie1,Tgm2,Esam,Scarf1"
Bone marrow,Lymphocyte,"Cd3e,Ncam1,Cd3e,Lsp1,Vpreb3,Ccr7,Ccr9,Flt3,Cd79a,Lck,Dntt,Mzb1,Vpreb1,Lef1,Igll1,Ccl5,Kit,Cd3g,Cd79b,Cd3e"
Bone marrow,M1 macrophage,"Nos2,Cxcl2,Nos2,Il1b,Tnf"
Bone marrow,M2 macrophage,"Arg1,Mrc1,Adgre1,Arg1,Mrc1,Mrc1,Vegfa,Retnla,Arg1,Tgfb1,Chil3"
Bone marrow,Macroglial cell,"Sall1,Siglech,Serpine2,Gpr34,Slc2a5,Bhlhe41"
Bone marrow,Macrophage,"Adgre1,Adgre1,Adgre1,Fcgr3,Fcgr2b,Adgre1,Itgam,Adgre1,Adgre1,Pdcd1lg2,Adgre1,Fcer1g,Mrc1,Fcgr3,Fcgr1,Mrc1,Adgre1,C1qb,Adgre1,Hp,F10,Gda,Sell,C3,Emilin2,Mki67,F5,Adgre1,Adgre1,Adgre1,H2-Ab1,Cd74,H2-Aa,Tmem119,Fcgr1,Mrc1,C1qa,Pf4,Trem2,Ly86,Cxcl13,Cfp,Lyz2,Prg4,Crip1,Saa3,C1qb,Ctss,S100a4,Sytl1,Cd68,S100a6,Csf1r,Adgre1,Nos2,Clec10a,Mrc1,Mrc1,Adgre1,Tek"
Bone marrow,Mast cell,"Flt3,Cr2,Csf1r,Adgre1,Fcer1g,Fcgr1,Fcgr2b,Fcgr3,Ifngr1,Il1r1,Il2rb,Il3ra,Il6ra,Il7r,Itga2b,Kit,Mrc1,Nos2,Enpp1,Sell,Thbd,Thy1,Cd40lg,Ly6a,Kit,Kit,Cpa3,Alox5,Cd53,Ifitm1,Lmo4,Ly6e,Srgn,Gzmb"
Bone marrow,Megakaryocyte,"Itga2b,Itgb3,Pf4,Itga2b,Meis1,Stat3,Fli1,Foxp1,Gata2,Cited2,Pbx1,Mef2c,Etv6,Zfpm1,Pbx1,Pf4,Itga2b,Vwf,Mef2c,Pf4,Itga2b,Plek,Pf4,Mpl,Gata1,Itgb3,Pf4,Vwf,Cd34,Itga2b,Itga2b,Itgb3,Pf4"
Bone marrow,Megakaryocyte-erythroid progenitor,"Col5a1,Hba-a1,Snca,Abcg4,Pklr,Smim1,Add2,Sptb,Paqr9,Prss50,Ly6a"
Bone marrow,Memory B cell,"Bach2,Cd38,Cd80,Ccr6,Bcl2,Zeb2,Il9r,Zbtb32,Klf2,Gpr183,S1pr1"
Bone marrow,Mesenchymal cell,"Bmpr1a,Bmpr2,Cdh2,Prrx1,Prrx2,Ibsp,Col1a1,Alpl,Pdgfrb,Pdgfra,Fap"
Bone marrow,Mesenchymal progenitor cell,"Tbx3,H1f3,Irx5,Top2a,Alx4,Tbx2,Shox2"
Bone marrow,Mesenchymal stem cell,"Thy1,Ly6a,Itgb1,Thy1,Ly6a,Ly6a,Itgb1,Ly6a,Thy1,Itgb1,Vcam1,Ly6a,Nt5e,Eng,Nt5e,Itgb1,Ly6a,Ly6a,Itgb1,Thy1,Ly6a,Itgav"
Bone marrow,Microglial cell,"Trem2,Hexb,Fcrls,Tmem119,C1qa,Ctss,Hexb,P2ry12,Trem2,Tgfbr1,Ly86,C1qb,Cx3cr1,Tmem119"
Bone marrow,Monocyte,"Gsr,Cited4,Phf10,Klf1,Phb2,Tcf3,Car2,Zfpm1,Mbd2,Gata1,Hba-a2,Gata2,E2f4,Hbb-bs,Hmgb3,Gfi1b,Cxcl2,Ifit1,Il1b,Ptgs2,Ly6e,Tnf,Cxcl3,Cebpb,Cxcl1,Ccl6,Il6,Cmpk2,Ctsd,Lyz2,Slpi,F13a1,Ly6c2,Csf1r,Ccr2,Trem2,Ly86,F13a1,Slpi,Emb,Gria3,S100a10,Hpse,Glipr1,Rassf4,Lgals1,Cxcr4,Mfsd1,Tmem258,Ly6c1,Tgfbi,Psma2,C1galt1c1,Rgs10,S100a4,Tfec,Mefv,Csf1r,Ly6c2,Ctss,Prdx4,Tifab,Ass1,Clec7a,Ctsc,Papss2,Ms4a6c,Klf4,C3,Sell,F5,Gda,Mki67,Emilin2,Hp,F10,Itgam,Lyz2,H2-Ab1,Cxcl2,Lyz2,H2-Aa,Cd74,Ccr1,Ccl22,Cxcl2,Ly6c1,Plcb1"
Bone marrow,Monocyte-dendritic cell,"Tsc22d1,F13a1,Ly6c2,Zbtb46,Klf4,Tsc22d1,Ly86,Klf4,F13a1,Zbtb46,Irf5,Csf1r,Zeb2,Irf8,Batf3,Ly6c2,Zeb2,Ly86,Irf5,Batf3,Flt3,Csf1r,Adgre1,H2-Aa,Cx3cr1,Itgam,H2-Aa,Itgam,Irf8,Adgre1,Cx3cr1,Flt3,Ctss,Ctss"
Bone marrow,Multipotent progenitor cell,"Ly6a,Fcgr2b,Fcgr3,Flt3,Ly6a,Procr,Hlf,Gcnt2,Atxn1"
Bone marrow,Myeloid cell,"Flt3,Cr2,Csf1r,Adgre1,Fcer1g,Fcgr1,Fcgr2b,Fcgr3,Ifngr1,Il1r1,Il2rb,Il3ra,Il6ra,Il7r,Itga2b,Kit,Mrc1,Nos2,Enpp1,Sell,Thbd,Thy1,Cd40lg,Ly6a,Gsr,Gsr,Gsr,Adgre1,Csf1r,Gsr,Cx3cr1,Hdc,Cd209a,Cd14,Ccr2,Cd68,Retnlg,Lgals3,Ly6c2,Mpo,Cebpe"
Bone marrow,Natural killer cell,"Cebpa,Stat3,Foxp1,Mpo,Ccl5,Etv6,Ncam1,Adamts14,Klrb1b,Ncr1,Klrd1,Ncr1,Klrb1b,Xcl1,Xcl1,Klra8,Adamts14,Klrd1,Klrb1,Klrb1,Klra8,Klrb1a,Klrb1a,Ccl5,Ptger2,Ptger4,Klrb1c"
Bone marrow,Neutrophil,"Foxp1,Stat3,Gfi1,Cebpe,Etv6,Cebpa,Mpo,S100a9,Prtn3,Elane,S100a8,Lyz2,Ltf,Lcn2,Gstm1,Gstm1,Fcnb,Ltf,Ly6a,Arg1,Cxcl10,Elane,Retnlg,S100a9,S100a8,Ly6c2,S100a11,Samsn1,Ly6g,Itgam,S100a8,Ly6g"
Bone marrow,Osteoblast,"Bglap,Dmp1,Col1a1,Bglap2,Runx2,Sp7,Ibsp,Bglap,Alpl"
Bone marrow,Osteocyte,"Sp7,Runx2,Col1a1,Bglap2,Dmp1,Ibsp,Dmp1,Ptprz1,Irx5,Phex,Ank,Sost,Fbln7"
Bone marrow,Plasmacytoid dendritic cell precursor,"Ly6d,Il7r,Cd81,Cd69,Flt3"
Bone marrow,Red blood cell (erythrocyte),"Zfpm1,Cited4,Klf1,Phf10,Car2,Gfi1b,Gata2,Hba-a2,Gata1,Hbb-bs,Car1,Hba-a2,Hba-a2,Rhd,Hba-a2,Rhd,Hba-a1,Hba-a1"
Bone marrow,Regulatory T(Treg) cell,"Cd74,Foxp3,Il10,Cd81,Gzmb,Il2ra"
Bone marrow,Stage I neutrophil,"Olfml2b,Golim4,Lyz1,Ltb4r1,Cybb,Tmem216,Gp1bb,Tesc,Cebpe,Igsf6,Pi16,S100a9,Crispld2,Tnfsf13b,Mgll,Cyba,Xdh,Lin28a,Pilrb2,Slc22a15,Id1,Lima1,Sorl1,Dgat2,Ccno,Mgst2,Syne1,Cd9,Arrb2,Mocos,Cd177,Slc40a1,Pram1,C5ar1,Fhip1b,Ly75,Cemip2,Arid3a,Camp,Cpne3,Dach1,Flot2,F5,Map3k9,Gca,Zmpste24,Igf2r,Plscr1,Chil3,Actn1,Mcemp1,Lcn2,S100a8,Vsir,Pirb,Cxcr2,Pilrb1,AB124611,Slc6a12,Ampd3,Siglece,Padi4,Pfkfb4,Sh3bp5,Glipr2,Ltf,Hp,Abca13,Rasgrp4,Pilra,G0s2,Agap1,Pglyrp1,Slco4c1,Acsl1,Pde2a,Retnlg,C3,Gda,Tmem154,St3gal5,Ifnlr1,Gpr84,Prdx5,Lrg1,Nudt4,Fcnb,Anxa1,Pygl,Jdp2,6430548M08Rik,Optn,Mmp25,Trem1,Tmc8,Trp53inp2,Abhd5,Ncam1,Dstn,Ncf1,Vcl,Lypd11,Aldh3b1,Sqor,Tinagl1,Ckap4,Arap3,Nhsl2,Zfp414,Serpinb1c,Lyz2,Rhou,Trem3,Ngp,Ets1,Slc25a24,Hck,Chil1,Ffar2,C1rl,Fmo5,Ceacam10,Bbln,1810055G02Rik,Klf5,G6pdx,Vasp,Chit1,Lrrk2,Mrgpra2b,Adpgk,Prkcb,Slfn4,Ceacam1,Ncf4,Slfn1,Gpsm3,Cib2,B430306N03Rik,Dhrs7,Mapk13,Lmo4,Serpinb1a,Itgb2l,Clec4a2,Itgam,Cpeb4,Mogat2,Pstpip2,E2f2,Zbtb7b,Fgr,Apobr,Lpcat2,Mmp9,Il1r2,Rflnb,Dgat1,Dock5,Cd300lf,Card10,Syne2,Hsd11b1,Mgst1,Ptgs1,Clec5a,Slfn2,Ptgir,Plaur,Gsn,Wfdc21,Mxd1,Plbd1,Tnnt1,Itgb2,Wipi1,Chac1,Orm1,S100a11,Alox5,Ifitm6,Stk39,Lilrb4b"
Bone marrow,Stage II neutrophil,"Ldoc1,C130050O18Rik,Dck,Rgs2,Stfa2l1,Rtp4,Wbp11,Dleu2,Ndrg1,H2-Q10,Sirpb1b,Rfwd3,Pprc1,Steap4,Fgl2,Tpd52,Pttg1,Mat2a,Wfdc17,Csf3r,Slc25a33,Rchy1,Pnpla3,Fxyd5,Ifit1,Vnn3,Rnf149,Rsad2,St3gal6,Malat1,Ttc7,Ecd,H3c14,Trim30a,Isg15,Nup37,Uap1l1,Banf1,Oasl1,Il1rn,Stk17b,Zfp292,Copa,Btg1,Gm5150,Tgfbi,Sfxn5,Nlrp12,Scyl2,Mpeg1,Creg1,Ier5,Selenof,Ccdc126,Tspan13,Sirpb1a,Cd300a,Dusp1,Trim30b,Ifit3b,Elp1,Snx1,Stk40,Oasl2,Tbc1d15,Cd300lb,Ccl6,Fbxo31,Ddx60,Ldb1,Hip1,Ifi27l2a,Arg2,Rara,Cd101,Ifi204,Tgm3,Resf1,Pla2g7,Srgn,Msrb1,Slfn5,Jaml,Picalm,Ninj1,Smarca2,Tmem38a,Sirpb1c,H2bc4,Ifitm1,Sar1b,Cd300ld,Slc2a6,Selplg,Scnn1a,Cstdc4,Irf7,Klc4,Csta2,Fndc3b,Clec4d,Il1b,Zfp36l2,Trim30d,Smox,Usp32,Junb,Arrdc3,Ifit3,Txnip,Marcks,Il36a,Clec7a,Stfa1"
Bone marrow,Stem cell,"Srgn,Gimap6,Aldoc,Mycn,H2-T10,Rgs1,Acot1,Zfp608,H2-T23,Myct1,H2-K1,H2-T22,Pglyrp2,Hacd4,Cish,P3h3,Rtp4,Ly6a,Gcnt2,Gabarapl1,Pdzk1ip1,Osbpl1a,Ptpn18,Mpl,Ptprcap,Fchsd2,Whamm,Arxes2,Cdhr4,Malat1,Nfe2,Lst1,Gm12185,Myl10,Cd81,Tnip3,4931406C07Rik,Gimap1,Bgn,Cd74,Krt18,Mllt3,Adgrl4,Car2,Plaat3,Dapp1,Rbpms2,Oasl2,Ube2l6,Procr,Hoxb2,Wfdc2,Zfand5,Stxbp4,Lhcgr,Snord65,Tmem176b,Basp1,Rpl32l,Cd27,Adgrg1,Hlf,Tbxas1,Serpina3g,Lmo2,Shisa5,Ifitm2,Ldhb,Pnrc1,Zfp831,Mecom,Smim6,Tgtp2,Tmem176a,Msi2,Clip3,Txnip,Rbpms,Ifitm3,Rbp1,Pde4b,Pcp4l1,Ifitm1,Uba7,Serpina3f,Cd274,Dkkl1,Sox2,Grem1,Cd34,Atxn1,Thy1,Dusp2,Kit,Mcam"
Bone marrow,T cell,"Pdcd1,Ifng,Cd27,Cd3e,Cd3e,Cd3e,Cd3d,Cd28,Lat,Cd3d,Cd28,Cd3g,Cd3g,Bcl11b,Lat,Bcl11b,Thy1,Itga2,Ptprc,Il2ra,Ctla4,Il7r,Cxcr5,Pdcd1,Cd4,Icos"
Bone marrow,T follicular helper(Tfh) cell,"Cxcr5,Il4,Il21,Bcl6,Pdcd1,Icos"
Bone marrow,T helper(Th) cell,"Tbx21,Ifng,Id2,Cxcr6,Gzmb"
Brain,Activated neural stem cell,"Thbs4,Fbxo2,Fxyd1,Csf3,Gfap,Id3"
