Tissue,CT,Gene
Brain,Microglial cell,"Lrp8,Lpcat3,Mcoln3,Stab1,Mfsd10,Slco4a1,Slc30a5,Iba1,Iba1,Iba1,Aif1,Cx3cr1,Itgam,Cx3cr1,Cd37,Vsir,Cd68,Olfml3,Fcer1g,Fcrls,Mafb,Itgam,Ly86,C1qc,P2ry13,Siglech,Slco2b1,C1qb,Csf1r,Laptm5,Trem2,Ccr5,Ltc4s,Ncf1,Tmem119,Irf8,Il6ra,C1qa,Arhgap45,Mpeg1,Abi3,Lair1,Unc93b1,Tyrobp,Tgfbr1,Cd53,Cd14,Cyth4,Hpgd,Selplg,Rnase4,Hpgds,Ptgs1,Gpr34,Lpcat2,Hexb,Inpp5d,Ctss,Pld4,P2ry12,Fcgr3,Aif1,Runx1,Rasgrp3,Arsb,Cx3cr1,Csf1r,Ly86,Myo1f,Zfp710,P2ry12,Tbxas1,0610040J01Rik,Inpp5d,Fli1,Rreb1,Siglech,Lyn,Dock2,Ctsb,Lgmn,Adap2,Skap2,Sirpa,Pros1,Mertk,Ptprc,Serinc3,Slco2b1,Apbb1ip,Dock2,Abca9,Pik3ap1,Vav1,Adgre1,Bmp2k,Fcrls,Tgfbr2,Tgfbr1,Lpcat2,Itgam,Lrmda,Ikzf1,Dock8,Hexb,Cyth4,Ccr5,Fyb,Nckap1l,Itgb5,Hpgds,Lcp2,Entpd1,Ctss,C1qb,Cx3cr1,C1qc,C1qa,Iba1,Mif,Serpine2,Cx3cr1,Fabp5,Fcrls,P2ry12,Cx3cr1,Aif1,Tmem119,Trem2,Slc2a5,Tmem119,P2ry12,Trem2,Hexb,Fcrls,Siglech,Tmem119,Gpr34,Tmem119,Itgam,Itgam,Slc2a5,P2ry12,P2ry13,Olfml3,F11r,F11r,Itgam,Adgre1,Tgfbr1,C1qb,Ctsd,Vim,Iba1,Cst7,Mcm2,Ifit3,P2ry12,Oasl2,H2-Ab1,Irf7,Top2a,H2-Aa,Clec7a,Apoe,Tmem119,Cx3cr1,Ifit2,Lpl,Spp1,Hif1a,Tmem119,Sparc,Iba1,Tmem119,Cx3cr1,Csf1r,Aif1,Slc46a1,Sdk1,Sema4g,Slc2a5,Plxna4,Sgce,Slc12a2,Ecscr,Mrc2,Pros1,Smo,P2ry12,Slco2b1,Fcrls,Ptprm,Jam2,Kcnd1,Clec7a,Mrc1,Cx3cr1,Tmem119,Cx3cr1,P2ry12,Cx3cr1,C1qa,Trem2,Csf1r,Hexb,P2ry12,Tgfbr1,Fcrls,Tmem119,Iba1,C1qa,Iba1,Cx3cr1,Apbb1ip,C1qc,Tyrobp,C1qa,Cst7,Ctss,Mpeg1,C1qc,Irf8,Rab3il1,P2ry12,Tmem119,Selplg,Clec7a,Itgax,Cd68,Iba1,Siglec1,Cx3cr1,Iba1,Itgam,Tmem119,Aif1,Tyrobp,Ctss,C1qc,Ly86,Cyba,Ccl4,Ccl3,Ccl8,Cybb,Spp1,Tnfaip2,Bcl3,Cst7,Mmp12,Clec7a,C4b,C3ar1,Lgals3,Iba1,Adgre1,Cx3cr1,Aif1,Iba1,Itgam,P2ry13,P2ry12,P2ry12,Mapk14,Msn,Mpp1,Cpq,Prps2,Ptgds,Morc3,Tmem63a,Trim65,Bcl10,Rasa4,Lgals8,Dnajc1,Ppt2,Hltf,Tfe3,Ptgs1,Vasp,Btk,Pmm2,Arfgef2,Rbm34,Dnase2a,Manba,Pyroxd2,Skap2,Mrc1,Tnfaip8l2,Rftn1,Pld3,Fli1,Myo1f,St3gal6,Samhd1,Hmox1,Acox3,Stat1,Erap1,Hpgds,Vamp8,Git2,Gda,Tmsb4x,Hk2,Fcrls,Pygl,Cyfip1,Myof,Commd5,Rnasel,Ganc,Ehbp1l1,Fcgr1,Hpgd,Ltc4s,Akr1b3,Hgsnat,Enpp4,Atp2a3,Abi3,Ifi207,Apbb1ip,Serpina3n,Psmb10,Tifa,Arf2,Hfe,Tspan14,S100a11,Phka2,Ttc39b,Arid3a,Serpinb6b,Sumo3,Mpeg1,Stab1,Lacc1,Paox,Parp9,Rraga,Dab2,Dnm2,Gsdmd,Hexa,Asl,Nek7,P2ry13,Irf8,Plcg2,Gpnmb,Snx9,Sipa1,Ehd4,Unc93b1,Trim21,Myo1g,Gmip,Renbp,Blvrb,B2m,Bcat2,Rab43,Tlr3,Abca1,Mthfsl,Myh9,Fuca1,Cacul1,Hck,Arsb,Hexb,P2rx4,Ngp,Rab11fip5,Mroh1,Cybb,Rnf213,Mgmt,Fcgrt,Fes,B4galnt1,Ptpn6,Snx5,Cryl1,Apobec3,Hmga1,Lsm5,Gbp9,Adgre1,Slk,Rab32,Fmnl1,Cmtm3,Psmb8,Lrrfip1,Lyz2,Igf2bp3,H6pd,Cln5,Rab27a,Rgs10,Galns,Uba7,Htatip2,Pip4k2a,Rnaset2b,Pnp,Ptk2b,Psme2,Sirpa,Stxbp5,Hs1bp3,Sfxn2,Ophn1,Serpinb8,Ifi211,Ccdc50,Stfa1,Blvra,Card9,Tpst2,Trpv2,Siae,Bmp2k,Isg15,Fgd2,Kctd12b,Kif15,Plod3,Lactb2,Pde3b,Cx3cr1,Rhog,Stk3,Ctsf,Akap10,Nme4,As3mt,Sh3kbp1,Rel,Dera,Rp2,Itsn2,Dock2,Ada,Pnpla7,Zbtb8os,Naaa,Pon3,Wdfy2,Anxa4,Anxa5,Ap1g2,Arg1,Alkbh3,Atp5c1,Tgfbr1,Atp7a,Bin2,Arhgap17,Ccdc93,Cbln1,Tpp1,Myo1c,Spg21,Usp25,Tgfbrap1,Rap1b,Chek2,Slc7a8,Ctss,Pepd,Pus10,Plcl2,Scpep1,Dok1,Trim14,Rab3il1,Evl,Dock8,Dnttip1,Fhl3,Abhd14b,Rab35,Efr3a,Sting1,Hcls1,H2-D1,Rac2,Daglb,Arhgap25,Parp3,Ifi204,Igtp,Slc15a4,Itpr3,Epdr1,Lamp2,Arhgdib,Npc2,Tubb6,Wdr55,Arrb1,Gusb,Man2a1,Mov10,Gbp4,Mpo,Mthfr,Tor3a,Ncf1,Ctsb,P2rx7,Ctbs,Pggt1b,Rcsd1,Eml3,Lgmn,Dennd4b,Ptpn18,Rab3d,Sall1,S100a8,Spi1,Slmap,Rab8b,Shc1,Mtr,Slc12a7,Amdhd2,Cstdc4,Stk10,Stxbp2,Srsf6,Tk1,Ankrd44,Lipo1,Slc9a9,Trex1,Tln1,Lrch1,Fmnl3,Twf2,Pacsin2,Scamp2,Gnpda1,Myo1e,Chil3,Dhdh,Krt33a,Pik3cg,Ctsl,Tbc1d22a,Otulinl,Nagk,Abcc3,Ripk3,Mbnl1,Stard3,Arglu1,Irgm1,Gmpr,Pycard,Aga,Gla,Aif1,Anxa3,Aldh3b1,Ap3b1,Apaf1,Coro2a,Cd180,Aldh16a1,Galk2,Ifi35,Plscr3,Rabep2,Casp1,Casp6,Dtx3l,Coro1a,Traf3ip3,Fam76b,Nfkb2,Hvcn1,Ctsd,F13a1,Sash3,Atp13a2,Prps1l1,Gns,Epx,Abhd12,Gbp7,Slc35a3,Arhgap45,Ggh,Zc3hav1,Zc3h6,Grn,H2-K1,Pts,Snx8,Tpm3,Colgalt1,Tlr9,Smarcd2,Sh3bp1,Arid4a,Itgb2,Itgb3,Dgkz,Pik3r6,F11r,Kcnab1,Ano6,Nt5dc1,Fermt3,Tgm2,Mef2c,Pfkfb3,Cd99l2,Pla2g15,Tlr2,Clcn5,Tradd,Ccr1,Zfyve26,Rassf4,Bin1,Crybb1,Rufy1,Pctp,Pfn1,Prkcd,Ppt1,Slc25a24,Stat2,Themis2,Man1c1,Ap5z1,Mob1a,Fhod1,Dnajc13,Necap2,Kctd12,Dmxl1,Rbm47,Oas1a,Irak4,Stfa2l1,Stat6,Stfa3,Snx2,Psmb9,Tbxas1,Taok3,Pkn1,Ltf,Was,Parp14,Nt5e,Slc29a3,Clta,Naglu,Scly,Ctsh,Abca9,Gvin1,Eno3,Plek,Cbln4,Rgs19,Ptprj,Sord,Aagab,Wwp2,Rpl37,Plxdc2,Prorsd1,Lsp1,Tpd52,Lyn,C1qa,Vrk2,Tbc1d13,Capza1,Capg,Casp8,Lgals3bp,Ctsa,Phyhd1,Stk11ip,Rnpep,Npl,Arsg,Ctsc,Snx29,Glb1l,Cert1,Lcp1,Plekho2,Pnpo,Pld4,Golm1,Spcs3,Galt,Mvp,Ccdc88b,Gls,Ptprc,Slc25a45,Trmt2a,Inpp4b,Dpp7,Idua,Sgpl1,Osbpl9,Nfxl1,Itgax,Itgam,Apobr,Uap1l1,Cbln2,Lcn2,Arpc1b,Spg11,Tap1,Nfatc1,Bid,Mknk1,Arhgap4,Wasf2,Ddx31,Nhlrc3,Nat2,Gpx1,Cryba4,Nfatc2,Nfkb1,Niban1,Rps6ka1,S100a9,Ids,Mgat2,Mtmr6,Pla2g4a,Pik3cd,Plod1,Tor4a,Cep250,Rps6ka4,Ptbp3,Dcxr,Vps13c,Flcn,Cndp2,Ctsz,Plin2,Adssl1,Arhgap30,Cast,Cd2ap,Gdpgp1,Vps26a,Cstb,Ncf4,Ly86,Fyb,Wdfy4,Esyt1,Capn1,Inpp5d,Ptgr1,Ints6l,Adgrb1,Ripk1,Anxa1,Arhgef6,Engase,Chmp1b,Itga6,Il16,Ighg2b,C1qb,P2ry12,Isoc2b,Cyb5r1,Lgals1,Heatr5a,Pik3ap1,Asph,Mgat1,Hprt,C1qc,Aim2,Stat5b,Lipa,Tap2,Neu1,Csf1r,Fcgr2b,Parvg,Vav1,Diaph2,Clec10a,Cap1,Cbr2,Bloc1s5,Camp,Arap3,Syk,Tapbp,Crip1,Cyrib,Pik3c2a,Abcb1a,Arhgap27,Ap5b1,D8Ertd738e,Pald1,Galm,Serpinb1b,Lgals9,Ifi30,Nmi,Man2b2,Elmo1,Mapkapk2,Creg1,Man2b1,Tlr7,Ugt1a7c,Anxa11,Nckap1l,Adap2,Prcp,Zfhx3,Cnn2,Cotl1,Nek6,Limd2,Baz1a,Abcb1b,Acsl5,Arpc5,Vwa5a,Serpinb6a,Hk3,Ddx58,Col4a1,Sqor,Lgals3,Rap2c,Naga,Gmfg,Irag2,Clic1,Snx17,Osbpl11,Btaf1,Jak3,Alox5,Cd68,Abcd1,Entpd1,Oard1,Arrb2,Lpxn,Rasal3,Ncf2,Naip2,Gpsm3,Col4a2,Cyth4,Irf5,Isyna1,Tcirg1,Sgsh,Ccdc186,Tlr13,Lpcat2,Lcp2,Sult1a1,Khk,Fcer1g,Iba1,Tmem119,Cx3cr1,Tmem119,Ccl12,Olfml3,Lgmn,Tmem119,C1qa,Cd81,C1qb,P2ry12,C1qc,C1qa,Hexb,Sparc,Cx3cr1,Iba1,Zfp120,Rps11,Spp1,Fth1,Clec7a,Rpl35,Cd63,Lgals3,Itgax,Cst7,Cx3cr1,Lpl,Tmem119,Iba1,Tmem119,P2ry12,Cst7,Cx3cr1,Lpl,Ifitm3,Dkk2,Axl,Apoe,Lpl,Il1b,Gpnmb,Itgax,Isg15,Tnf,Nfkbiz,Zbp1,Stat1,Selplg,Itgam,Iba1,Sall1,P2ry14,Tmem119,R3hdm1,Arpp21,Iba1,Hexb,Cx3cr1,P2ry12,Siglech,Siglech,Cx3cr1,Apoe,Cst7,Lpl,Selplg,Tmem119,P2ry12,Tyrobp,Csf1r,Arpc1b,Irf8,Fcgr2b,Itgam,Irf5,Cd68,Cd74,Tgfbr1,Trem2,Csf1r,Tmem119,Cx3cr1,P2ry12,Sall1,Cd68,Itgam,Cx3cr1,Tmem119,Iba1,Iba1,Mki67,Cst7,Tmem119,Ccl6,Lpl,Ank,Cd63,Cd9,Sall1,Clec7a,Ctsb,Apoe,Tmem119,P2ry12,Hexb,Cxcr1,C1qa,P2ry12,Cx3cr1,Tmem119,C4b,Tmem119,P2ry12,Cx3cr1,Mrc1,Sall1,P2ry12,Tmem119,Siglech,C1qa,Ctss,C1qb,P2ry12,Tmem119,P2ry12,Sall1,Arhgap45,Inpp5d,Itgam,Aif1,Csf1r,Tmem119,P2ry12,Tmem119,Trem2,C1qa,Fcrls,Cx3cr1,P2ry12,Fcgr2b,C1qc,Ctss,C1qb,Iba1,Csf1r,Sall3,Fcrls,Tmem119,Slc2a5,P2ry12,P2ry12,Fcrls,Cx3cr1,Sall1,Tmem119,Csf1r,Tmem119,P2ry12,Fcrls"
Brain,Monocyte,"Ccr2,Ly6c2,Ly6c2,Fcgr1,Gda,Itga4,Hp,Lgals3,Emilin2,Sell,Chil3,Ly6c2,Ccr2,F13a1,Ccr2,Ly6c2,Lyz2,Apoe,Itgax,Plac8,Ly6i,Sirpb1c,Apoc2"
Brain,Monocyte-derived macrophage,"Anxa8,Fcgr1,Ly6c2,Nr4a1,Plac8,Ccr2,Iba1"
Brain,Mural cell,"Vtn,Arhgap29,Tpm2,Mylk,Phldb2,Nbl1,Higd1b,Rgs4,Myo1b,Rgs5,Igfbp7,Colec12,Ndufa4l2,Cald1,Serping1,S1pr3,Pdgfrb,Hspb1,Myh11,Slc19a1,Carmn,Cp,Ifitm1,Tm4sf1,Lmod1,Kcnj8,Crip1,Filip1l,Igf2,Ifitm3,Map3k7cl,Gja4,Gjc1,Slc6a20a,Tagln,Pln,Ifitm2,P2ry14,Gm13861,Zic1,Acta2,Mgp,Myl9,Perp,Aspn,Slc38a11,Pcolce,Rbpms,Ecm2,Bgn,Mustn1,Vcan,Tagln,Cldn5,Abcc9,Kdr,Smc3,Pecam1,Vtn,Vtn,Vtn,Tagln,Acta2"
Brain,Myelinating oligodendrocyte,"Plp1,Mbp,Mog,Mag,Prg2"
Brain,Myeloid cell,"Adgre1,C1qa,Hexb,C1qa,Trem2"
Brain,Natural killer cell,"Klrb1c,Klrb1c,Fas,Sell,Itgae,Klrc2,Mki67,Fcgr3,Il2ra,Cd244a,Klrc1,Ncr1,Klrk1,Klrb1c,Klra4,Klra8,Klrb1c"
Brain,Neural stem cell,"Sox2,Jam3,Prom1,Slc1a3,Sox9,Gfap,Slc1a3,Sox2,Thrsp,Fabp7,Apoe,Sox2,Prom1,Prom1,Sox2,Clu,Id3,Aldoc,Fabp7,Ezh2,Ascl1,Sox2,Hopx,Gfap,Snhg11,Snap25,Meg3,Ndrg4,Htra1,Sox2,Hes5,Mfge8,Ntsr2,Agt"
Brain,Neuroblast,"Dlx1,Ccnd2,Fxyd6,Dlx5,Pfn2,Dlx2,Foxc1,Dchs1,Sox5,Dlx6os1,Pou3f3,Dbn1,Olfm1,Dlx6,Crmp1,Stmn2,Dcx,Celf4,Btg1,Meis2,Eomes,Dcx,Neurod1,Sox11,Dcx,Cd24a,Tubb3,Dlx1,Dlx2,Ptma,Dcx,Igfbp4,Btg2,Cd24a,Ccnd2,Tubb3,Stmn1,Sox4,Sp9,Sp9"
Brain,Neuron,"Rbfox3,Rbfox3,Nfasc,Iba1,Rbfox3,Rbfox3,Syt1,Ly6h,Ttc3,Kif5c,Pcp4,Dynll2,Fbxl16,S100b,Kif5a,Atp1b1,Stmn3,Map1b,Map1a,Hap1,Stmn2,Gng13,Rnf227,Nrsn1,Hpcal4,Cnih2,Snrpn,Arf3,Rph3a,Sez6,Snap25,Camk2a,Bex2,Nrgn,Ctxn1,Unc13c,Atp1a3,Celf4,Selenow,6330403K07Rik,Chd3,Pcsk1n,Agap2,Gap43,Rtn1,Map2,Scg2,Ahi1,Rasgef1a,Nefl,Camk2b,Rab3c,Camk2n1,Ncdn,Myt1l,Cplx2,Meg3,Fev,Gad2,Slc17a6,Syp,Chodl,Nptx1,Igf1,Parpbp,Tubb3,Elavl2,Cartpt,Otx1,Ntm,Snap25,Tacr3,Pcdh8,Zic1,Rbfox3,Ptgds,Ndnf,Snhg11,Syt1,Rbfox3,Rbfox3,Syn1,Snap25,Tubb3,Snap25,Meg3,Stmn2,Rbfox3,Rbfox3,Gad1,Tac2,Htr2c,Cux2,Cux1,Rorb,Rbfox3,Map2,Calb2,Ppp1r1b,Pvalb,Sst,Cck,Vip,Scn4b,Pde10a,Arpp21,Gpr6,Elavl2,Rbfox3,Rbfox3,Gad2,Syt1,Gad1,Snap25,Thap2,Arid5b,Bcl11b,Epas1,Sox5,Zbtb20,Sox10,Elf2,Pou3f2,Olig1,Zfp984,Nfe2l3,Fezf2,Hopx,Zfp354c,Bhlhe40,Zfp207,Cux1,Cic,Zfp868,Zfpm2,Myt1l,Olig2,Lcor,Psip1,Zfp101,Zfp651,Cers6,Zfp521,Sox8,Mbd3,Tbr1,Zfp935,Dpf1,Stat2,Rfx7,Agrp,Dlg3,Cbx4,Smg7,Chaf1b,Sox4,Clk4,Aars2,Wdr74,Zfp148,Igkc,Ep400,Cbx2,Hp,Ube2c,Kif22,Brd1,Zfp644,Scmh1,Pde4dip,Cstf2t,Senp3,4932438A13Rik,Flywch1,Elavl2,Ighm,Kdm5b,Nsd1,Abca5,Adnp,Ankrd34b,Ogt,Igf2r,Tnrc6c,Urb1,Adgrl1,Pias4,Celf4,Cplx2,Pomgnt2,Sap130,Gar1,Ehmt2,Igf1r,Kat5,Nrde2,Camk4,Sin3b,Suz12,Zfp871,Camk2b,Chd3,Pbk,Kdm5a,Usp22,Igsf3,Wdhd1,Stmn3,Dut,Mad2l1,Smarca5,Cacna2d2,Ncapg,Ryr2,Prkrip1,Smarcd3,Luc7l,Sema7a,Gabrb2,Nrxn3,Rnaseh2b,Lyrm7,Ndufa1,Khdc4,Phc2,Hmg20a,Gabra1,Bcl7a,Fam117b,Actl6b,Ccsap,Moap1,Igfbpl1,Ctcf,Akap8l,Celsr2,Ehbp1,Brd2,Utp23,Nfix,Alkbh8,Zfp704,Trim33,Nell2,Epb41l4b,Stmn2,Ncaph,Ncs1,Dhx57,Gad1,Osbpl5,Camk2a,Map4k3,Cep120,Tet3,Insm1,Ralyl,Syt6,Cep170b,Sgtb,Nsg1,Nedd4l,Elavl4,Rbfox2,Cnst,Utp3,Pola2,Itpka,Zfp362,Rbm4b,Rrm2,Rit2,Sez6,Foxp1,Paxbp1,Nfib,Tbr1,Slc25a22,Tomm5,Smarcal1,Bcl11a,Tpx2,Kdm2b,Zfp292,Acsl4,Rufy3,Phf14,Fbxo30,Smpd4,Ehmt1,Med10,Noa1,Slc12a5,Zfp423,Pola1,Pou3f4,Rb1,Pogz,Tbc1d7,Spen,Fam120b,Chd8,Gpsm1,Ccnt1,Usp48,Cdkn1b,Grid2ip,Vkorc1l1,Diras1,Kmt2a,Casd1,Fnbp1l,Ephb2,Ing1,Mrgbp,Cntn2,Gle1,Smg8,Clvs1,Kmt2b,Cds1,Ahi1,Cd2bp2,Zfp536,Ahdc1,Minpp1,Tcaf1,Ncoa2,Brd8,Nptxr,Cend1,St7,Arid4b,Ptprm,Zfp668,Akap9,Psme4,Cggbp1,Calb2,Sobp,Dsp,Casp2,Kdm4b,Chd6,C2cd2l,Sugp1,Suds3,Ezh2,Zfp609,Eomes,Tmem35a,Sipa1l1,Grin1,Hmg20b,Foxg1,Pcdh17,Tdrd3,Arhgap39,Ammecr1l,Kif4,Kifc5b,Olfm1,Sugp2,Neurod2,Gramd1b,Pbx3,Plxna2,Qser1,Rai1,Scg2,Ctif,Rnft2,Srsf12,Aurkb,Spin1,Znrd2,Tcf20,Dgkg,Cdk1,Rem2,Timeless,Tsc22d2,Ccdc71l,Mex3a,Stau2,Nasp,Rbfox3,Kif11,Kdm4a,Yrdc,Bcl9,Tanc2,Ubqln1,Adar,Usp29,Asb3,Rasgrp2,Gdpd1,Zc2hc1a,Tacc3,Diras2,Mturn,Lonrf2,Lrch2,Cdc40,Tlk2,Ramac,Psd,Gtf2e1,Eif4enif1,Slc25a27,Morc2a,Cenpc1,H1f10,Kif5c,Tuba8,Meis1,Micu3,Napb,Emc9,Glce,Spock2,Nt5dc3,Dnajc9,Rbm15b,Terf2,Igsf8,Lzts1,Afap1,Map9,Eif2ak3,Plppr3,Map3k4,Gdap1,Grin2b,Hells,Hmgb3,Hspb1,Sirt6,Hspg2,Smc5,Incenp,Kcna4,Prrc2b,Syt5,Dcp1a,L1cam,Arfrp1,Arid2,Sphkap,Sez6l2,Jpt1,Zmym3,Setd2,Mex3d,Prkcg,Plg,Arid1b,Camta1,Rbfox1,Rfx3,Chd5,Eri1,Strbp,Cadps2,Tead1,Dach1,Slc32a1,Dlx1,Tiam2,Cip2a,Csnk1e,Gprin1,Pwwp3a,Zbtb18,Cntnap1,Brsk2,Zmym2,Stmn1,Tle5,Dbn1,Bcl11b,Dpysl5,Suv39h2,Senp7,Reln,Pbrm1,Rtn1,Rcor2,Pfdn1,Bag4,Cdk13,Med14,Mapk8,Zfp521,Abracl,Msl1,Mab21l1,Nck2,Celf3,Nsg2,Champ1,Ccnb1,St8sia3,C3,Ankhd1,Chn1,Cacnb3,Tcf4,Fam185a,Foxk2,Dcx,Shank2,Mtss1,Dnajb6,Zfpm2,Gria1,Syngap1,Camsap1,Kif21b,Madd,Pak5,Mark1,Foxj3,Ndufaf6,Smg1,Myt1,Hirip3,Usp28,Nsrp1,Tgfb1,Cpne5,Prim1,Lpcat4,Prox1,Cnksr2,Ttc26,Xxylt1,Rps19bp1,Stx1a,Islr2,Polr2d,Baz2b,Wiz,Pcgf2,Smc4,Zfp422,Ubash3b,Chaf1a,Smpd3,Dner,Mgst3,Lrrc8c,Klf12,Mpped2,Cmss1,Fnbp4,Prdm8,Kctd15,Rnf214,Phf8,Ccdc177,Prkar1b,Nt5dc2,Trrap,Zfp62,Slc35e1,Brd3,Chd9,Caap1,Pax6,Zfp532,Nup35,Zfp280c,Wdr47,Armcx4,Plppr4,Phip,Tex30,Rai14,Rabif,Pycr1,Ahsa2,Celf6,Fam89b,Dcaf1,Pbx1,Phf20l1,Tmem132a,Fat2,Dck,Cpne9,Lig1,Ss18l1,Atf2,Cacnb4,Zfp280d,Atad2b,Fastkd5,Cyp46a1,Dapk1,Phc1,Ighv1-31,Dlg2,Zscan21,Brd7,Pfdn6,Usp3,Gramd1a,Afdn,Kcnq2,Epc2,Shank1,Pqbp1,Dgke,Castor2,Sfswap,Rbm38,Patz1,Nol4,Lsm14b,Vezf1,Lpgat1,Dab2ip,Cdk2ap1,Iqcb1,Celf5,Trp53i11,Daxx,Uggt2,Cep170,Zfp37,Lamb1,Emsy,Ttc9b,Scai,Elmod1,Ebf3,Gemin7,Kalrn,Zc3h13,Cacna2d1,Ociad2,Arx,Atad5,Ppfia2,Bod1,Dnmt3a,Serpinc1,Arg2,Syne2,Chd7,Dzank1,Auts2,Gprasp1,Pias2,Mki67,Tubb3,Upf2,Exosc4,Slfn9,St18,Pdp1,Hecw1,Haus3,Ssh2,Tyms,Sp9,Top2a,Elf2,Cep104,Myo9a,Serpini1,Prmt8,Nosip,Gse1,Abcc4,Prr12,Nsd2,Phc3,Spc25,Baz1b,Zfp143,Brsk1,Tle3,Cacna1b,Maoa,Dlg4,Slc6a2,Dbh,Th,Ndrg4,Tubb3,Elavl2,Syp,Snap25,Snap25,Calcrl,Slc6a5,Slc17a6,Snap25,Gad1,Meg3,Resp18,Stmn2,Syt7,Esr2,Esr1,Pgr,Gper1,Crh,Avp,Mef2c,Cux1,Rorb,Cux2,Snap25,Snhg11,Map2,Meg3,Ndrg4,Scn7a,Syn1,Nr5a1,Avp,Hcrt,Nr5a1,Oxt,Vip,Pmch,Crh,Cnr1,Npy,Rbfox3,Ppp1r17,Gad1,Slc17a7,Gad2,Sepsecs,Slc1a2,Rbfox3,Tubb3,Ncam1,Map2,Dcx,Syp,Tubb3,Elavl2,Snap25,Tubb3,Rbfox3,Slc12a5,Gfap,Tubb3,Map2,Rbfox3,Mki67,Kat2a,Ascl1,Cux2,Fezf2,Rorb,Lratd2,Rspo1,Sst,Myh8,Stmn2,Slc17a7,Slc17a6,Snap25,Mc4r,Pdyn,Nr2f2,Otp,Oxt,Lhx1,Nts,Trh,Pou3f2,Cck,Pou2f2,Crh,Foxb1,Onecut2,Cartpt,Rbfox3,Gad1,Gad2,Rbfox3,Stmn2,Snap25,Meis2,Meg3,Meg3,Neurod1,Rbfox3,Ascl1,Phox2b,Pax6,Pax2,Rora,Ptf1a,Foxp2,Id3,Meis2,Sox14,Atoh1,Gpr37l1,Ptprz1,Rbfox3"
Brain,Neuron-glial antigen 2(NG2) cell,"Birc5,Rrm2,Spc24,Pbk,Ube2c,Cspg4"
Brain,Neutrophil,"Camp,Cd3e,Lcn2,Stfa2,Stfa1,S100a8,Cstdc4,S100a9,Retnlg,Lcn2,Ngp,Ly6g"
Brain,Newly formed oligodendrocyte,"Bmp4,Enpp6,Tns3,Enpp6,Bmp4,9630013A20Rik"
Brain,O cell,"Aspa,Sox10,Gal3st1,Mag,Mog,Kcna1,Kcna6,Mobp,Olig1,Cldn11"
Brain,Olfactory ensheathing glia,"Phldb2,Igf1,0610040J01Rik,Zbtb7c,Spata13,Sash1,Apcdd1,Lhfp,Col27a1,Mybpc1,Adamtsl1,Rreb1,Adam12,Mybpc1,Ptn,Fat1,Lama4,Gsap,Bnc2,Mxi1,Bmp7,Grin3a,Afap1l2,Col5a2,Foxo1,Ptpn13,Bcar3,Gm10863,Tnfrsf19,Slc27a1,Prima1,Denn2b,Col23a1,Plce1,Sntb1,St6gal1,Cpne8,Stard13,Lef1,Smoc1,Pde4b,Fabp7,Ror1,Atp1a2,Lrig1,Notch2,Plp1,Yap1,Frzb,Usp54,Lamc1"
Brain,Olfactory sensory neuron,"Ncam1,Omp,Ano2,Cngb1,Neurog1,Cnga4,Cnga2,Adcy3,Gnal"
